fixstep	outer_last	rms_last	EFz_direct	qsol	dsol_z	phi_rmse_eV	phi_z_rmse_eV	rhob_z_rmse_e_A3	rhoion_z_rmse_e_A3
0	3	1.766068064330e-01	3.551084920285e-04	-9.997982140027e-01	-1.702561607796e+01	5.090485278949e-02	5.074677173328e-02	3.640926309591e-04	2.610716152007e-06
