fixstep	outer_last	rms_last	EFz_direct	qsol	dsol_z	phi_rmse_eV	phi_z_rmse_eV	rhob_z_rmse_e_A3	rhoion_z_rmse_e_A3
0	9	7.014303850754e-04	3.551084920285e-04	-9.999999552493e-01	-1.695646411836e+01	5.001873327001e-02	4.990916771873e-02	9.566812384249e-06	2.638749079382e-06
