z_A	RHOB_DFT_e_A3	RHOB_py_refphi_e_A3	RHOION_DFT_e_A3	RHOION_py_refphi_e_A3
1.039062500000e+01	-4.744333207801e-06	-4.835570544870e-06	-2.158030386092e-20	-9.010638762681e-38
1.048177083333e+01	-3.152246216570e-06	-3.216150193955e-06	-7.143073100001e-20	-8.141030218344e-38
1.057291666667e+01	-1.704503332183e-06	-1.742205219494e-06	-1.472434029262e-20	-7.114893994221e-38
1.066406250000e+01	-4.619538791741e-07	-4.789157815346e-07	-7.007492364939e-20	-5.434235749632e-38
1.075520833333e+01	1.236960480820e-06	1.231886234178e-06	-2.966665223446e-20	-2.756547949818e-38
1.084635416667e+01	5.659794729825e-06	5.659331438119e-06	1.997283698734e-21	-1.334689478608e-38
1.093750000000e+01	1.753255176962e-05	1.753304199335e-05	-4.073049037458e-20	-1.034291488479e-38
1.102864583333e+01	4.299766947730e-05	4.299802429801e-05	-5.374778095784e-20	-1.503615322297e-38
1.111979166667e+01	8.416256689028e-05	8.416270917590e-05	-2.440216305459e-20	-2.333788484988e-38
1.121093750000e+01	1.319415893665e-04	1.319416120564e-04	-9.065962127140e-21	-3.439381206623e-38
1.130208333333e+01	1.671216431323e-04	1.671216180424e-04	2.529181907932e-20	-5.194971022753e-38
1.139322916667e+01	1.734766133276e-04	1.734765759834e-04	6.803084712350e-20	-7.496686526838e-38
1.148437500000e+01	1.496057970054e-04	1.496057691566e-04	-1.097499100048e-20	-9.673043681710e-38
1.157552083333e+01	1.074710457494e-04	1.074710298137e-04	1.649950614225e-20	-1.148762098481e-37
1.166666666667e+01	6.304980111424e-05	6.304979543013e-05	-6.045120549581e-20	-1.352070579656e-37
1.175781250000e+01	2.794433033351e-05	2.794432908605e-05	-1.059948423850e-20	-1.619774773922e-37
1.184895833333e+01	5.147928571705e-06	5.147929796768e-06	-6.381395037731e-20	-1.988245703579e-37
1.194010416667e+01	-8.723327149434e-06	-8.723325552314e-06	-2.369524697505e-20	-2.485145659527e-37
1.203125000000e+01	-1.756961103614e-05	-1.756960958792e-05	-6.409102069646e-20	-3.142528948215e-37
1.212239583333e+01	-2.289503463661e-05	-2.289503345537e-05	-5.022184104513e-20	-3.992278870295e-37
1.221354166667e+01	-2.481238469104e-05	-2.481238429171e-05	-8.897927508573e-20	-5.087957082414e-37
1.230468750000e+01	-2.351192962422e-05	-2.351192896692e-05	-9.016347413270e-21	-6.426884557432e-37
1.239583333333e+01	-1.956119274560e-05	-1.956119296576e-05	-5.255323686796e-20	-8.106302461369e-37
1.248697916667e+01	-1.356334655234e-05	-1.356334592524e-05	-7.181116501357e-20	-1.024647168208e-36
1.257812500000e+01	-6.282705420516e-06	-6.282705969700e-06	-6.675020113858e-20	-1.299643110574e-36
1.266927083333e+01	1.070211735543e-06	1.070212416464e-06	-4.449805256177e-20	-1.649729220451e-36
1.276041666667e+01	6.949776834638e-06	6.949776023915e-06	-7.758592030496e-20	-2.098505316915e-36
1.285156250000e+01	9.780691259323e-06	9.780692174441e-06	-2.343825208947e-20	-2.672918731191e-36
1.294270833333e+01	8.500267413440e-06	8.500266602943e-06	-5.794088596630e-20	-3.408151467799e-36
1.303385416667e+01	3.163382819984e-06	3.163384207812e-06	-6.699354497986e-20	-4.347164915805e-36
1.312500000000e+01	-5.260548029090e-06	-5.260548758993e-06	-9.833005156311e-20	-5.540539962453e-36
1.321614583333e+01	-1.561569843655e-05	-1.561569669457e-05	-5.136695568974e-20	-7.065396123868e-36
1.330729166667e+01	-2.694360380297e-05	-2.694360466199e-05	-1.043190006179e-19	-9.005033473085e-36
1.339843750000e+01	-3.836616251715e-05	-3.836616062083e-05	-5.610355655191e-20	-1.146339971558e-35
1.348958333333e+01	-4.910285955743e-05	-4.910286079098e-05	-3.819774173133e-20	-1.458126621434e-35
1.358072916667e+01	-5.871170590549e-05	-5.871170422404e-05	-7.411594535600e-20	-1.856083071147e-35
1.367187500000e+01	-6.719800013954e-05	-6.719800213784e-05	-6.450262818555e-20	-2.365514465792e-35
1.376302083333e+01	-7.477035770214e-05	-7.477035641238e-05	-7.120427138053e-21	-3.029958704060e-35
1.385416666667e+01	-8.165503404605e-05	-8.165503671546e-05	-7.024961450587e-20	-3.892311156100e-35
1.394531250000e+01	-8.810642763627e-05	-8.810642648839e-05	-2.292962233516e-20	-5.019704993727e-35
1.403645833333e+01	-9.449282045855e-05	-9.449282348553e-05	-2.731774244450e-20	-6.547304886819e-35
1.412760416667e+01	-1.013997087681e-04	-1.013997074811e-04	-2.856941903695e-20	-8.672676192586e-35
1.421875000000e+01	-1.103147345629e-04	-1.103147379544e-04	-7.512298288597e-21	-1.171819004961e-34
1.430989583333e+01	-1.248875486600e-04	-1.248875479161e-04	5.168166612108e-20	-1.619941360703e-34
1.440104166667e+01	-1.511582484654e-04	-1.511582538785e-04	-2.336660270515e-20	-2.299421842910e-34
1.449218750000e+01	-1.935868836252e-04	-1.935868856584e-04	4.149910278452e-20	-3.359408629154e-34
1.458333333333e+01	-2.469234679620e-04	-2.469234766383e-04	1.832744741019e-20	-5.063877995626e-34
1.467447916667e+01	-2.923720011447e-04	-2.923720041242e-04	3.023649134799e-20	-7.885291441317e-34
1.476562500000e+01	-3.097522342441e-04	-3.097522408637e-04	-1.100202894943e-20	-1.269010088755e-33
1.485677083333e+01	-3.004516032767e-04	-3.004516010636e-04	-5.788966568876e-21	-2.112035954382e-33
