z_A	nval_CHGCAR	nval_DBG	dencor_py	dencor_DBG	ne_py	ne_DBG	phisol_py_eV	cvhar_DBG_eV	cvdip_DBG_eV	phisol_DBG_eV	phi_final_DBG_eV
1.093750000000e+00	1.058566851263e-03	1.058566851505e-03	-1.581382764471e-05	-1.135620557654e-05	1.042753023618e-03	1.047210645843e-03	2.999263925283e-01	2.998797112394e-01	1.452061553300e-01	4.450858665679e-01	4.121909796374e-01
1.184895833333e+00	2.633790999361e-03	2.633790999190e-03	1.621559520023e-05	1.175792724521e-05	2.650006594561e-03	2.645548926312e-03	3.060507590405e-01	3.059995776381e-01	1.443994544700e-01	4.503990321037e-01	4.134949078243e-01
1.276041666667e+00	-5.437669700770e-04	-5.437669696813e-04	-1.648937170747e-05	-1.203164997850e-05	-5.602563417844e-04	-5.557986197463e-04	3.123439577678e-01	3.122957866676e-01	1.435927536000e-01	4.558885402702e-01	4.147488178484e-01
1.367187500000e+00	-2.056018030586e-03	-2.056018029785e-03	1.690347462121e-05	1.244570433201e-05	-2.039114555965e-03	-2.043572325524e-03	3.189215767258e-01	3.188689049294e-01	1.427860527400e-01	4.616549576692e-01	4.160532759152e-01
1.458333333333e+00	1.396039033410e-03	1.396039033813e-03	-1.718049215308e-05	-1.272266565249e-05	1.378858541257e-03	1.383316368050e-03	3.256670302931e-01	3.256173694055e-01	1.419793518800e-01	4.675967212823e-01	4.173067193974e-01
1.549479166667e+00	3.240250034774e-03	3.240250035384e-03	1.761439682587e-05	1.315651774671e-05	3.257864431600e-03	3.253406553041e-03	3.326984122678e-01	3.326442500526e-01	1.411726510100e-01	4.738169010665e-01	4.186122178664e-01
1.640625000000e+00	1.112454843398e-05	1.112454854938e-05	-1.798959315025e-05	-1.353165713956e-05	-6.865044716272e-06	-2.407108732821e-06	3.398947197387e-01	3.398435690906e-01	1.403659501500e-01	4.802095192415e-01	4.198637939219e-01
1.731770833333e+00	-1.508545438766e-03	-1.508545438305e-03	1.829938279485e-05	1.384138812370e-05	-1.490246055971e-03	-1.494704050301e-03	3.473791264984e-01	3.473234738354e-01	1.395592492900e-01	4.868827231233e-01	4.211695945052e-01
1.822916666667e+00	2.399020670695e-03	2.399020670899e-03	-1.889580652067e-05	-1.443775484738e-05	2.380124864174e-03	2.384582915924e-03	3.550273339200e-01	3.549746935409e-01	1.387525484300e-01	4.937272419659e-01	4.224203492399e-01
1.914062500000e+00	4.821816122315e-03	4.821816122922e-03	1.907932182791e-05	1.462120612072e-05	4.840895444143e-03	4.836437328924e-03	3.629651676141e-01	3.629080244693e-01	1.379458475600e-01	5.008538720314e-01	4.237268540234e-01
2.005208333333e+00	1.883450988569e-03	1.883450989091e-03	-1.976153902561e-05	-1.530336192657e-05	1.863689449543e-03	1.868147627060e-03	3.710635903728e-01	3.710094602990e-01	1.371391467000e-01	5.081486069982e-01	4.249751028940e-01
2.096354166667e+00	7.722365672014e-04	7.722365676150e-04	2.004575999814e-05	1.558751837249e-05	7.922823271995e-04	7.878240859163e-04	3.794537544620e-01	3.793951207988e-01	1.363324458400e-01	5.157275666350e-01	4.262812152653e-01
2.187500000000e+00	5.730659932122e-03	5.730659932267e-03	-2.061814504217e-05	-1.615983538216e-05	5.710041787080e-03	5.714500096778e-03	3.880030954809e-01	3.879474757541e-01	1.355257449700e-01	5.234732207274e-01	4.275276612734e-01
2.278645833333e+00	9.571206079413e-03	9.571206080111e-03	2.110541783910e-05	1.664703919666e-05	9.592311497252e-03	9.587853119280e-03	3.968454824588e-01	3.967853582337e-01	1.347190441100e-01	5.315044023441e-01	4.288332736410e-01
2.369791666667e+00	8.094922663974e-03	8.094922664198e-03	-2.159711156920e-05	-1.713866248615e-05	8.073325552405e-03	8.077784001644e-03	4.058431386767e-01	4.057860293436e-01	1.339123432500e-01	5.396983725911e-01	4.300753138154e-01
2.460937500000e+00	9.081639321195e-03	9.081639321308e-03	2.218097116591e-05	1.772244733478e-05	9.103820292361e-03	9.099361768569e-03	4.151353885513e-01	4.150737737116e-01	1.331056423800e-01	5.481794160960e-01	4.313780660877e-01
2.552083333333e+00	1.744090592686e-02	1.744090592627e-02	-2.274406437893e-05	-1.828546571601e-05	1.741816186248e-02	1.742262046046e-02	4.245805577156e-01	4.245219588306e-01	1.322989415200e-01	5.568209003521e-01	4.326148982833e-01
2.643229166667e+00	2.573500721717e-02	2.573500721716e-02	2.331041459928e-05	1.885173460220e-05	2.575831763176e-02	2.575385895174e-02	4.343205035899e-01	4.342573980745e-01	1.314922406600e-01	5.657496387332e-01	4.339126234478e-01
2.734375000000e+00	2.965454773711e-02	2.965454773680e-02	-2.399778165763e-05	-1.953902223445e-05	2.963054995545e-02	2.963500871448e-02	4.442076847394e-01	4.441475963682e-01	1.306855398000e-01	5.748331361639e-01	4.351387468301e-01
2.825520833333e+00	3.825656571268e-02	3.825656571232e-02	2.460092227141e-05	2.014207780649e-05	3.828116663496e-02	3.827670779002e-02	4.543890983385e-01	4.543245020781e-01	1.298788389300e-01	5.842033410108e-01	4.364252164767e-01
2.916666666667e+00	5.802461967156e-02	5.802461967119e-02	-2.532260243537e-05	-2.086366824210e-05	5.799929706912e-02	5.800375600285e-02	4.647123333502e-01	4.646507555760e-01	1.290721380700e-01	5.937228936458e-01	4.376346730752e-01
3.007812500000e+00	8.197053135871e-02	8.197053135796e-02	2.606740784517e-05	2.160838414031e-05	8.199659876655e-02	8.199213974188e-02	4.753256880767e-01	4.752596009878e-01	1.282654372100e-01	6.035250381947e-01	4.389003604400e-01
3.098958333333e+00	1.063157357232e-01	1.063157357230e-01	-2.678035888826e-05	-2.232123938364e-05	1.062889553643e-01	1.062934144835e-01	4.860688794916e-01	4.860058124058e-01	1.274587363400e-01	6.134645487498e-01	4.400770529708e-01
3.190104166667e+00	1.426068399254e-01	1.426068399254e-01	2.769596926759e-05	2.323675176841e-05	1.426345358946e-01	1.426300766771e-01	4.970933712598e-01	4.970257932339e-01	1.266520354800e-01	6.236778287149e-01	4.413011537679e-01
3.281250000000e+00	2.010923501730e-01	2.010923501729e-01	-2.842986122161e-05	-2.397053885090e-05	2.010639203118e-01	2.010683796339e-01	5.082312515660e-01	5.081666952830e-01	1.258453346200e-01	6.340120299011e-01	4.424198149418e-01
3.372395833333e+00	2.784543440955e-01	2.784543440955e-01	2.946648774871e-05	2.500705996515e-05	2.784838105832e-01	2.784793511553e-01	5.196311174225e-01	5.195620483348e-01	1.250386337600e-01	6.446006820900e-01	4.435665659788e-01
3.463541666667e+00	3.757049805573e-01	3.757049805571e-01	-3.038153420228e-05	-2.592199353005e-05	3.756745990231e-01	3.756790585632e-01	5.311114897778e-01	5.310454444397e-01	1.242319328900e-01	6.552773773319e-01	4.445749992208e-01
3.554687500000e+00	5.120961110068e-01	5.120961110064e-01	3.137892066341e-05	2.691926151968e-05	5.121274899275e-01	5.121230302678e-01	5.428161128748e-01	5.427455525672e-01	1.234252320300e-01	6.661707845965e-01	4.455737833494e-01
3.645833333333e+00	7.077965587640e-01	7.077965587636e-01	-3.262256401763e-05	-2.816278388528e-05	7.077639361999e-01	7.077683959795e-01	5.545454688198e-01	5.544779346029e-01	1.226185311700e-01	6.770964657692e-01	4.463784805345e-01
3.736979166667e+00	9.713683534216e-01	9.713683534215e-01	3.364037028016e-05	2.918045991898e-05	9.714019937919e-01	9.713975338814e-01	5.664253991495e-01	5.663533474227e-01	1.218118303000e-01	6.881651777261e-01	4.470998473713e-01
3.828125000000e+00	1.321445417481e+00	1.321445417481e+00	-3.503034998498e-05	-3.057030356610e-05	1.321410387131e+00	1.321414847177e+00	5.782237823547e-01	5.781547594846e-01	1.210051294400e-01	6.991598889250e-01	4.475208525950e-01
3.919270833333e+00	1.804420368302e+00	1.804420368302e+00	3.643574283907e-05	3.197555670367e-05	1.804456804045e+00	1.804452343858e+00	5.900343400158e-01	5.899607966150e-01	1.201984285800e-01	7.101592251926e-01	4.477201217583e-01
4.010416666667e+00	2.475878856980e+00	2.475878856980e+00	-3.769775310114e-05	-3.323741204668e-05	2.475841159227e+00	2.475845619568e+00	6.015713517638e-01	6.015008405323e-01	1.193917277100e-01	7.208925682469e-01	4.474270368497e-01
4.101562500000e+00	3.386671566693e+00	3.386671566693e+00	3.971845579180e-05	3.525796073465e-05	3.386711285149e+00	3.386706824654e+00	6.128584929810e-01	6.127834575674e-01	1.185850268500e-01	7.313684844190e-01	4.466501639335e-01
4.192708333333e+00	4.610965241056e+00	4.610965241056e+00	-4.094890893014e-05	-3.648824206550e-05	4.610924292147e+00	4.610928752815e+00	6.235108678735e-01	6.234388686644e-01	1.177783259900e-01	7.412171946531e-01	4.450197242171e-01
4.283854166667e+00	6.275342270749e+00	6.275342270749e+00	4.341774800300e-05	3.895690329566e-05	6.275385688497e+00	6.275381227651e+00	6.334266259194e-01	6.333500980474e-01	1.169716251300e-01	7.503217231732e-01	4.424187416647e-01
4.375000000000e+00	8.548510140074e+00	8.548510140074e+00	-4.504693742104e-05	-4.058590530137e-05	8.548465093137e+00	8.548469554167e+00	6.420483754748e-01	6.419748888184e-01	1.161649242600e-01	7.581398130812e-01	4.383049596346e-01
4.466145833333e+00	1.163422856394e+01	1.163422856394e+01	4.776555348152e-05	4.330430921078e-05	1.163427632949e+01	1.163427186825e+01	6.490341732917e-01	6.489561523381e-01	1.153582234000e-01	7.643143757379e-01	4.323212892346e-01
4.557291666667e+00	1.581374246990e+01	1.581374246990e+01	-4.999047393008e-05	-4.552903135635e-05	1.581369247943e+01	1.581369694087e+01	6.535060343177e-01	6.534310609574e-01	1.145515225400e-01	7.679825834944e-01	4.236049030656e-01
4.648437500000e+00	2.149972653694e+01	2.149972653694e+01	5.352091148751e-05	4.905919207442e-05	2.149978005785e+01	2.149977559613e+01	6.546808866064e-01	6.546013716750e-01	1.137448216700e-01	7.683461933491e-01	4.113575578793e-01
4.739583333333e+00	2.926173748525e+01	2.926173748525e+01	-5.523456872777e-05	-5.077268441716e-05	2.926168225068e+01	2.926168671257e+01	6.510956160713e-01	6.510191571012e-01	1.129381208100e-01	7.639572779123e-01	3.941313265294e-01
4.830729166667e+00	3.987301720253e+01	3.987301720253e+01	6.284066439656e-05	5.837830894933e-05	3.987308004319e+01	3.987307558084e+01	6.411362155243e-01	6.410552052613e-01	1.121314199500e-01	7.531866252096e-01	3.702969968013e-01
4.921875000000e+00	5.442680455457e+01	5.442680455457e+01	-5.781437633527e-05	-5.335214365922e-05	5.442674674019e+01	5.442675120243e+01	6.222343249316e-01	6.221563820532e-01	1.113247190900e-01	7.334811011384e-01	3.373014348297e-01
5.013020833333e+00	7.446978444790e+01	7.446978444790e+01	8.399484999050e-05	7.953133700978e-05	7.446986844275e+01	7.446986397925e+01	5.911960849928e-01	5.911135772172e-01	1.105180182200e-01	7.016315954394e-01	2.919355301212e-01
5.104166666667e+00	1.021097939708e+02	1.021097939708e+02	-4.199785549337e-05	-3.753605682566e-05	1.021097519729e+02	1.021097564347e+02	5.433391941257e-01	5.432597702019e-01	1.097113173600e-01	6.529710875612e-01	2.295322623551e-01
5.195312500000e+00	1.401846989572e+02	1.401846989572e+02	1.554114877053e-04	1.509446082550e-04	1.401848543687e+02	1.401848499018e+02	4.724252721477e-01	4.723412630030e-01	1.089046165000e-01	5.812458794995e-01	1.438379332993e-01
5.286458333333e+00	1.925791086008e+02	1.925791086008e+02	7.438662520122e-05	7.884362553067e-05	1.925791829875e+02	1.925791874445e+02	3.697432957990e-01	3.696623962376e-01	1.080979156300e-01	4.777603118712e-01	2.615688379576e-02
5.377604166667e+00	2.646071395669e+02	2.646071395669e+02	4.711888714354e-04	4.667079270639e-04	2.646076107558e+02	2.646076062749e+02	2.232730684294e-01	2.231875499934e-01	1.072912147700e-01	3.304787647639e-01	-1.355465062899e-01
5.468750000000e+00	3.633299114378e+02	3.633299114378e+02	7.418165636990e-04	7.462450228864e-04	3.633306532544e+02	3.633306576829e+02	1.676881630393e-02	1.668645356959e-02	1.064845139100e-01	1.231709674771e-01	-3.575025074393e-01
5.559895833333e+00	4.978379793829e+02	4.978379793829e+02	2.173495114889e-03	2.168940588282e-03	4.978401528780e+02	4.978401483236e+02	-2.727103530108e-01	-2.727974024491e-01	1.056778130400e-01	-1.671195894045e-01	-6.626676292837e-01
5.651041666667e+00	6.796047889843e+02	6.796047889843e+02	5.123900376932e-03	5.128146479306e-03	6.796099128847e+02	6.796099171309e+02	-6.749398478829e-01	-6.750236275829e-01	1.048711121800e-01	-5.701525154016e-01	-1.080801481130e+00
5.742187500000e+00	9.228228161922e+02	9.228228161922e+02	1.542259607162e-02	1.541750092157e-02	9.228382387883e+02	9.228382336931e+02	-1.233329020413e+00	-1.233417781292e+00	1.040644113200e-01	-1.129353369973e+00	-1.655329622650e+00
5.833333333333e+00	1.244304883942e+03	1.244304883942e+03	5.117959706477e-02	5.118205975059e-02	1.244356063539e+03	1.244356066001e+03	-1.987154130776e+00	-1.987239919026e+00	1.032577104600e-01	-1.883982208570e+00	-2.425512109083e+00
5.924479166667e+00	1.662110825711e+03	1.662110825711e+03	1.999471342204e-01	1.999350156701e-01	1.662310772845e+03	1.662310760727e+03	-2.996154573996e+00	-2.996244092815e+00	1.024510095900e-01	-2.893793083223e+00	-3.451102992668e+00
6.015625000000e+00	2.191866629680e+03	2.191866629680e+03	8.556325954768e-01	8.556088885120e-01	2.192722262276e+03	2.192722238569e+03	-4.455736567711e+00	-4.455819803705e+00	1.016443087300e-01	-4.354175494975e+00	-4.927491774245e+00
6.106770833333e+00	2.840676356113e+03	2.840676356113e+03	3.381125257580e+00	3.381048009525e+00	2.844057481371e+03	2.844057404122e+03	-6.542859074650e+00	-6.542947674057e+00	1.008376078700e-01	-6.442110066190e+00	-7.031659076378e+00
6.197916666667e+00	3.599412716646e+03	3.599412716646e+03	1.052907227439e+01	1.052895264546e+01	3.609941788920e+03	3.609941669291e+03	-9.300896067123e+00	-9.300993187066e+00	1.000309070000e-01	-9.200962280062e+00	-9.806970382059e+00
6.289062500000e+00	4.436705215491e+03	4.436705215491e+03	2.581405755066e+01	2.581393306886e+01	4.462519273041e+03	4.462519148559e+03	-1.252605631267e+01	-1.252617371031e+01	9.922420614100e-02	-1.242694950417e+01	-1.304964305906e+01
6.380208333333e+00	5.299296922009e+03	5.299296922009e+03	5.171400664626e+01	5.171400738821e+01	5.351010928655e+03	5.351010929397e+03	-1.575251857925e+01	-1.575263704557e+01	9.841750527800e-02	-1.565421954029e+01	-1.629382490899e+01
6.471354166667e+00	6.121111421310e+03	6.121111421310e+03	8.725916349407e+01	8.725935951853e+01	6.208370584804e+03	6.208370780828e+03	-1.849377059861e+01	-1.849387478684e+01	9.761080441500e-02	-1.839626398242e+01	-1.905300752601e+01
6.562500000000e+00	6.835248680395e+03	6.835248680395e+03	1.268540796704e+02	1.268544480257e+02	6.962102760066e+03	6.962103128422e+03	-2.051769946586e+01	-2.051777002571e+01	9.680410355200e-02	-2.042096592216e+01	-2.109507400152e+01
6.653645833333e+00	7.383433284391e+03	7.383433284391e+03	1.617076719832e+02	1.617080109112e+02	7.545140956374e+03	7.545141295302e+03	-2.187106573323e+01	-2.187111165134e+01	9.599740268900e-02	-2.177511424865e+01	-2.246681322489e+01
6.744791666667e+00	7.720533243162e+03	7.720533243162e+03	1.833436399964e+02	1.833437323584e+02	7.903876883158e+03	7.903876975519e+03	-2.272761692773e+01	-2.272764445193e+01	9.519070182600e-02	-2.263245375010e+01	-2.334196998412e+01
6.835937500000e+00	7.816372430560e+03	7.816372430560e+03	1.872978518331e+02	1.872975316419e+02	8.003670282393e+03	8.003669962203e+03	-2.312932239349e+01	-2.312934983679e+01	9.438400096400e-02	-2.303496583582e+01	-2.376252568869e+01
6.927083333333e+00	7.658842626381e+03	7.658842626381e+03	1.748649099271e+02	1.748642319890e+02	7.833707536308e+03	7.833706858370e+03	-2.290098387271e+01	-2.290100366433e+01	9.357730010100e-02	-2.280742636423e+01	-2.355325619686e+01
7.018229166667e+00	7.258987592672e+03	7.258987592672e+03	1.519004799677e+02	1.518996383484e+02	7.410888072640e+03	7.410887231020e+03	-2.177527694983e+01	-2.177528474641e+01	9.277059923800e-02	-2.168251414717e+01	-2.244684032064e+01
7.109375000000e+00	6.654038286348e+03	6.654038286348e+03	1.256057868901e+02	1.256050773924e+02	6.779644073238e+03	6.779643363740e+03	-1.964710503935e+01	-1.964708126151e+01	9.196389837500e-02	-1.955511736313e+01	-2.033816623835e+01
7.200520833333e+00	5.903495398088e+03	5.903495398088e+03	1.013009727099e+02	1.013005771717e+02	6.004796370798e+03	6.004795975261e+03	-1.673839965689e+01	-1.673834951424e+01	9.115719751200e-02	-1.664719231673e+01	-1.744919025477e+01
7.291666666667e+00	5.077632790673e+03	5.077632790673e+03	8.105261306797e+01	8.105258494958e+01	5.158685403741e+03	5.158685375623e+03	-1.354520302834e+01	-1.354513325732e+01	9.035049664900e-02	-1.345478276067e+01	-1.427595612244e+01
7.382812500000e+00	4.243337566478e+03	4.243337566478e+03	6.447329664504e+01	6.447351250261e+01	4.307810863123e+03	4.307811078980e+03	-1.053164411095e+01	-1.053158229852e+01	8.954379578600e-02	-1.044203850274e+01	-1.128261364932e+01
7.473958333333e+00	3.453569423188e+03	3.453569423188e+03	5.035355351117e+01	5.035389011310e+01	3.503922976699e+03	3.503923313301e+03	-7.960526052934e+00	-7.960477369327e+00	8.873709492300e-02	-7.871740274405e+00	-8.731943566705e+00
7.565104166667e+00	2.743852651651e+03	2.743852651651e+03	3.796321827790e+01	3.796356898146e+01	2.781815869929e+03	2.781816220631e+03	-5.886751122292e+00	-5.886716647322e+00	8.793039406000e-02	-5.798786253262e+00	-6.678844052358e+00
7.656250000000e+00	2.134121740434e+03	2.134121740434e+03	2.730363990328e+01	2.730399068018e+01	2.161425380337e+03	2.161425731114e+03	-4.201517855288e+00	-4.201480065133e+00	8.712369319700e-02	-4.114356371936e+00	-5.014495038741e+00
7.747395833333e+00	1.631969397662e+03	1.631969397662e+03	1.858892101991e+01	1.858923787264e+01	1.650558318682e+03	1.650558635535e+03	-2.842492506909e+00	-2.842454336217e+00	8.631699233400e-02	-2.756137343883e+00	-3.676583239464e+00
7.838541666667e+00	1.235065714841e+03	1.235065714841e+03	1.188390571433e+01	1.188418286284e+01	1.246949620556e+03	1.246949897704e+03	-1.795052174243e+00	-1.795010204381e+00	8.551029147100e-02	-1.709499912910e+00	-2.650479398186e+00
7.929687500000e+00	9.330504797688e+02	9.330504797688e+02	7.053213980732e+00	7.053416113635e+00	9.401036937496e+02	9.401038958824e+02	-1.029330326839e+00	-1.029293186236e+00	8.470359060800e-02	-9.445895956270e-01	-1.906329031667e+00
8.020833333333e+00	7.105061252153e+02	7.105061252153e+02	3.826014756453e+00	3.826155601788e+00	7.143321399718e+02	7.143322808171e+02	-4.953577790712e-01	-4.953179010084e-01	8.389688974500e-02	-4.114210112628e-01	-1.394146758986e+00
8.111979166667e+00	5.509850389914e+02	5.509850389914e+02	1.880358861704e+00	1.880431926051e+00	5.528653978531e+02	5.528654709174e+02	-1.317162646414e-01	-1.316814961602e-01	8.309018888200e-02	-4.859130727778e-02	-1.052529727748e+00
8.203125000000e+00	4.405409368846e+02	4.405409368846e+02	8.546454422485e-01	8.546878923765e-01	4.413955823269e+02	4.413956247769e+02	1.152757065252e-01	1.153142300240e-01	8.228348802000e-02	1.975977180435e-01	-8.277797360963e-01
8.294270833333e+00	3.691797195488e+02	3.691797195488e+02	3.775754569732e-01	3.775880500372e-01	3.695572950058e+02	3.695573075988e+02	2.654700815328e-01	2.655046334108e-01	8.147678715700e-02	3.469814205673e-01	-7.000614283049e-01
8.385416666667e+00	3.298387162848e+02	3.298387162848e+02	1.693584410544e-01	1.693710524976e-01	3.300080747259e+02	3.300080873373e+02	3.477555740399e-01	3.477950525720e-01	8.067008629400e-02	4.284651388656e-01	-6.404694656659e-01
8.476562500000e+00	3.170127808384e+02	3.170127808384e+02	8.671315282999e-02	8.671539186736e-02	3.170994939912e+02	3.170994962302e+02	3.761748306715e-01	3.762110800709e-01	7.986338543100e-02	4.560744655013e-01	-6.349782557796e-01
8.567708333333e+00	3.266271260584e+02	3.266271260584e+02	9.580794912539e-02	9.582949059346e-02	3.267229340075e+02	3.267229555490e+02	3.541656153407e-01	3.542064863255e-01	7.905668456800e-02	4.332631708930e-01	-6.801340283864e-01
8.658854166667e+00	3.557704107173e+02	3.557704107173e+02	2.563994240227e-01	2.564420544072e-01	3.560268101413e+02	3.560268527717e+02	2.971346567994e-01	2.971757044669e-01	7.824998370500e-02	3.754256881724e-01	-7.605423528183e-01
8.750000000000e+00	4.025170250174e+02	4.025170250174e+02	6.599445160822e-01	6.600388004763e-01	4.031769695335e+02	4.031770638179e+02	2.305341280441e-01	2.305868762486e-01	7.744328284200e-02	3.080301590910e-01	-8.507351019633e-01
8.841145833333e+00	4.665347804914e+02	4.665347804914e+02	1.315453141813e+00	1.315572185805e+00	4.678502336332e+02	4.678503526772e+02	1.615903738456e-01	1.616513685218e-01	7.663658197900e-02	2.382879505008e-01	-9.435009826447e-01
8.932291666667e+00	5.503980432363e+02	5.503980432363e+02	2.092858422983e+00	2.092986527763e+00	5.524909016593e+02	5.524910297642e+02	7.962047672195e-02	7.969489564571e-02	7.582988111600e-02	1.555247767623e-01	-1.049514568499e+00
9.023437500000e+00	6.594511707052e+02	6.594511707052e+02	2.758020356999e+00	2.758095979811e+00	6.622091910622e+02	6.622092666851e+02	-3.816837635464e-02	-3.809007192622e-02	7.502318025300e-02	3.693310832781e-02	-1.191584275077e+00
9.114583333333e+00	7.994105726792e+02	7.994105726792e+02	3.087169257521e+00	3.087178390332e+00	8.024977419367e+02	8.024977510691e+02	-2.145398072867e-01	-2.144531784459e-01	7.421647939000e-02	-1.402366990554e-01	-1.392461872673e+00
9.205729166667e+00	9.725028614689e+02	9.725028614689e+02	2.984083579203e+00	2.984005266177e+00	9.754869450481e+02	9.754868667351e+02	-4.374613128154e-01	-4.373754111381e-01	7.340977852700e-02	-3.639656326111e-01	-1.640132287972e+00
9.296875000000e+00	1.174158626003e+03	1.174158626003e+03	2.529464444245e+00	2.529343563726e+00	1.176688090447e+03	1.176687969567e+03	-6.906306551746e-01	-6.905380913359e-01	7.260307766400e-02	-6.179350136726e-01	-1.918282343051e+00
9.388020833333e+00	1.393326980030e+03	1.393326980030e+03	1.929575284397e+00	1.929436475552e+00	1.395256555315e+03	1.395256416506e+03	-9.577534693183e-01	-9.576675382835e-01	7.179637680100e-02	-8.858711614820e-01	-2.210643799139e+00
9.479166666667e+00	1.615186268959e+03	1.615186268959e+03	1.406252550762e+00	1.406150649425e+00	1.616592521510e+03	1.616592419609e+03	-1.237736627389e+00	-1.237658383707e+00	7.098967593800e-02	-1.166668707769e+00	-2.516114270529e+00
9.570312500000e+00	1.824496043316e+03	1.824496043316e+03	1.088491860884e+00	1.088425932356e+00	1.825584535177e+03	1.825584469248e+03	-1.536354943198e+00	-1.536295930598e+00	7.018297507500e-02	-1.466112955522e+00	-2.840477934714e+00
9.661458333333e+00	2.007679603749e+03	2.007679603749e+03	9.752232579140e-01	9.752059619184e-01	2.008654827007e+03	2.008654809711e+03	-1.833251142576e+00	-1.833204517883e+00	6.937627421300e-02	-1.763828243670e+00	-3.163353951201e+00
9.752604166667e+00	2.153139929247e+03	2.153139929247e+03	9.738117493575e-01	9.738090307198e-01	2.154113740997e+03	2.154113738278e+03	-2.088077404212e+00	-2.088048381427e+00	6.856957335000e-02	-2.019478808077e+00	-3.444398636055e+00
9.843750000000e+00	2.251875188394e+03	2.251875188394e+03	9.892365306174e-01	9.892536542159e-01	2.252864424925e+03	2.252864442048e+03	-2.257842205336e+00	-2.257817045822e+00	6.776287248700e-02	-2.190054173335e+00	-3.640592628162e+00
9.934895833333e+00	2.299392716539e+03	2.299392716539e+03	9.759326292425e-01	9.759440632284e-01	2.300368649168e+03	2.300368660602e+03	-2.319542960393e+00	-2.319520910882e+00	6.695617162400e-02	-2.252564739258e+00	-3.728938473760e+00
1.002604166667e+01	2.297571780434e+03	2.297571780434e+03	9.182229452131e-01	9.182385381988e-01	2.298490003379e+03	2.298490018972e+03	-2.285224918173e+00	-2.285197080343e+00	6.614947076100e-02	-2.219047609583e+00	-3.721468237679e+00
1.011718750000e+01	2.254511838262e+03	2.254511838262e+03	8.185338492171e-01	8.185296072858e-01	2.255330372111e+03	2.255330367869e+03	-2.198314233420e+00	-2.198293632027e+00	6.534276989800e-02	-2.132950862128e+00	-3.661628319865e+00
1.020833333333e+01	2.183012265254e+03	2.183012265254e+03	7.043816535313e-01	7.043748068536e-01	2.183716646907e+03	2.183716640060e+03	-2.082411241654e+00	-2.082394849628e+00	6.453606903500e-02	-2.017858780594e+00	-3.573003716045e+00
1.029947916667e+01	2.097835510508e+03	2.097835510508e+03	6.192589168063e-01	6.192380136167e-01	2.098454769425e+03	2.098454748522e+03	-1.918482120736e+00	-1.918476479665e+00	6.372936817200e-02	-1.854747111494e+00	-3.436571906961e+00
1.039062500000e+01	2.013009803937e+03	2.013009803937e+03	5.953305799545e-01	5.953223015119e-01	2.013605134517e+03	2.013605126239e+03	-1.701637803034e+00	-1.701630882056e+00	6.292266730900e-02	-1.638708214747e+00	-3.247427371820e+00
1.048177083333e+01	1.940648900612e+03	1.940648900612e+03	6.290019657664e-01	6.289944717553e-01	1.941277902577e+03	1.941277895084e+03	-1.457256871594e+00	-1.457257489242e+00	6.211596644600e-02	-1.395141522796e+00	-3.030972054066e+00
1.057291666667e+01	1.888172385341e+03	1.888172385341e+03	6.828339384134e-01	6.828447685688e-01	1.888855219279e+03	1.888855230109e+03	-1.246474186360e+00	-1.246479630966e+00	6.130926558300e-02	-1.185170365384e+00	-2.848332104214e+00
1.066406250000e+01	1.855177441171e+03	1.855177441171e+03	7.127835552614e-01	7.127902497538e-01	1.855890224726e+03	1.855890231421e+03	-1.126073304254e+00	-1.126097156031e+00	6.050256472000e-02	-1.065594591311e+00	-2.756310104149e+00
1.075520833333e+01	1.832767261429e+03	1.832767261429e+03	7.006645045369e-01	7.006798469546e-01	1.833467925933e+03	1.833467941276e+03	-1.082739798666e+00	-1.082773493684e+00	5.969586385700e-02	-1.023077629828e+00	-2.741571956285e+00
1.084635416667e+01	1.806639161966e+03	1.806639161966e+03	6.609305285424e-01	6.609338286183e-01	1.807300092495e+03	1.807300095795e+03	-1.060791681002e+00	-1.060836140810e+00	5.888916299400e-02	-1.001946977816e+00	-2.748448440608e+00
1.093750000000e+01	1.765649338508e+03	1.765649338508e+03	6.210513968306e-01	6.210599735772e-01	1.766270389905e+03	1.766270398481e+03	-1.003304325723e+00	-1.003347219462e+00	5.808246213100e-02	-9.452647573298e-01	-2.720009480502e+00
1.102864583333e+01	1.708399298396e+03	1.708399298396e+03	5.959015443981e-01	5.958986274489e-01	1.708995199940e+03	1.708995197023e+03	-9.022407550970e-01	-9.022844440485e-01	5.727576126800e-02	-8.450086827808e-01	-2.648252637066e+00
1.111979166667e+01	1.642123794610e+03	1.642123794610e+03	5.815329830061e-01	5.815369609275e-01	1.642705327593e+03	1.642705331572e+03	-7.889499471111e-01	-7.889847565825e-01	5.646906040600e-02	-7.325156961763e-01	-2.564556190292e+00
1.121093750000e+01	1.575760798522e+03	1.575760798522e+03	5.651461825508e-01	5.651381301378e-01	1.576325944705e+03	1.576325936653e+03	-6.921867934320e-01	-6.922267639903e-01	5.566235954300e-02	-6.365644044470e-01	-2.497764472606e+00
1.130208333333e+01	1.513009509492e+03	1.513009509492e+03	5.388516075585e-01	5.388478856252e-01	1.513548361100e+03	1.513548357378e+03	-6.182866496424e-01	-6.183336140711e-01	5.485565868000e-02	-5.634779553906e-01	-2.454276197830e+00
