z_A	nval_CHGCAR	nval_DBG	dencor_py	dencor_DBG	ne_py	ne_DBG	phisol_py_eV	cvhar_DBG_eV	cvdip_DBG_eV	phisol_DBG_eV	phi_final_DBG_eV
1.139322916667e+01	1.452432359639e+03	1.452432359639e+03	5.027973891531e-01	5.027811490568e-01	1.452935157028e+03	1.452935140788e+03	-5.532250914821e-01	-5.532928207485e-01	5.404895781700e-02	-4.992438629316e-01	-2.420134146439e+00
1.148437500000e+01	1.392914549661e+03	1.392914549661e+03	4.617345840370e-01	4.617276379745e-01	1.393376284246e+03	1.393376277300e+03	-4.728981377154e-01	-4.729763886928e-01	5.324225695400e-02	-4.197341317381e-01	-2.371220567876e+00
1.157552083333e+01	1.337806789078e+03	1.337806789078e+03	4.154641819636e-01	4.154533112564e-01	1.338222253260e+03	1.338222242389e+03	-3.609807886951e-01	-3.610738346845e-01	5.243555609100e-02	-3.086382785942e-01	-2.291189721166e+00
1.166666666667e+01	1.293871573772e+03	1.293871573772e+03	3.573539041661e-01	3.573594325361e-01	1.294228927676e+03	1.294228933204e+03	-2.539876631511e-01	-2.540885756567e-01	5.162885522800e-02	-2.024597204293e-01	-2.216483468076e+00
1.175781250000e+01	1.268825366865e+03	1.268825366865e+03	2.866077492195e-01	2.866117226205e-01	1.269111974614e+03	1.269111978588e+03	-1.820095675119e-01	-1.821235916903e-01	5.082215436500e-02	-1.313014373258e-01	-2.177139405452e+00
1.184895833333e+01	1.270261433631e+03	1.270261433631e+03	2.193797292339e-01	2.193978051192e-01	1.270480813360e+03	1.270480831436e+03	-1.882938848359e-01	-1.884105338042e-01	5.001545350200e-02	-1.383950803022e-01	-2.216335676391e+00
1.194010416667e+01	1.306042750456e+03	1.306042750456e+03	1.906642807168e-01	1.906753310927e-01	1.306233414737e+03	1.306233425787e+03	-2.883847206296e-01	-2.885058098242e-01	4.920875263900e-02	-2.392970571847e-01	-2.349592552327e+00
1.203125000000e+01	1.380394062497e+03	1.380394062497e+03	2.413200084720e-01	2.413381933010e-01	1.380635382506e+03	1.380635400691e+03	-4.293116066088e-01	-4.294258163198e-01	4.840205177600e-02	-3.810237645436e-01	-2.523904349664e+00
1.212239583333e+01	1.487013672832e+03	1.487013672832e+03	3.829066552411e-01	3.829114944874e-01	1.487396579487e+03	1.487396584326e+03	-5.701162145647e-01	-5.702303300215e-01	4.759535091300e-02	-5.226349791083e-01	-2.698316969824e+00
1.221354166667e+01	1.607540265476e+03	1.607540265476e+03	5.807467148203e-01	5.807553847412e-01	1.608121012191e+03	1.608121020861e+03	-7.022732843883e-01	-7.023781984152e-01	4.678865005000e-02	-6.555895483654e-01	-2.864280432704e+00
1.230468750000e+01	1.717267023172e+03	1.717267023172e+03	7.689997218068e-01	7.689961063263e-01	1.718036022894e+03	1.718036019278e+03	-8.050942171097e-01	-8.051936392304e-01	4.598194918700e-02	-7.592116900441e-01	-3.001114761584e+00
1.239583333333e+01	1.792896133955e+03	1.792896133955e+03	8.826991877477e-01	8.827035764251e-01	1.793778833143e+03	1.793778837532e+03	-8.545684487085e-01	-8.546508964455e-01	4.517524832400e-02	-8.094756481214e-01	-3.084794616550e+00
1.248697916667e+01	1.819450006474e+03	1.819450006474e+03	8.857130449582e-01	8.857092585925e-01	1.820335719519e+03	1.820335715732e+03	-8.374680383336e-01	-8.375357463986e-01	4.436854746200e-02	-7.931671989360e-01	-3.102110133790e+00
1.257812500000e+01	1.795497589772e+03	1.795497589772e+03	7.861254484233e-01	7.861307046752e-01	1.796283715220e+03	1.796283720476e+03	-7.605671811719e-01	-7.606113675864e-01	4.356184659900e-02	-7.170495209871e-01	-3.059831848546e+00
1.266927083333e+01	1.734443462604e+03	1.734443462604e+03	6.317487471344e-01	6.317427247867e-01	1.735075211351e+03	1.735075205329e+03	-6.373350037541e-01	-6.373673937344e-01	4.275514573600e-02	-5.946122479990e-01	-2.971458571683e+00
1.276041666667e+01	1.660663709463e+03	1.660663709463e+03	4.872339134538e-01	4.872324846925e-01	1.661150943377e+03	1.661150941948e+03	-4.789486686120e-01	-4.789683910333e-01	4.194844487300e-02	-4.370199461611e-01	-2.848164177011e+00
1.285156250000e+01	1.599573081380e+03	1.599573081380e+03	4.016838292497e-01	4.016698698868e-01	1.599974765209e+03	1.599974751250e+03	-3.295684847083e-01	-3.295877786864e-01	4.114174401000e-02	-2.884460346766e-01	-2.734129384379e+00
1.294270833333e+01	1.567430716694e+03	1.567430716694e+03	3.921151136706e-01	3.921100955909e-01	1.567822831808e+03	1.567822826790e+03	-2.327603718994e-01	-2.327728922803e-01	4.033504314700e-02	-1.924378491328e-01	-2.672904620518e+00
1.303385416667e+01	1.565726110421e+03	1.565726110421e+03	4.439762614101e-01	4.439667412007e-01	1.566170086682e+03	1.566170077163e+03	-2.039660085533e-01	-2.039769688717e-01	3.952834228400e-02	-1.644486265871e-01	-2.679940533438e+00
1.312500000000e+01	1.583995376027e+03	1.583995376027e+03	5.218264495354e-01	5.218320257050e-01	1.584517202476e+03	1.584517208052e+03	-2.272690324197e-01	-2.272732888620e-01	3.872164142100e-02	-1.885516474418e-01	-2.739302132868e+00
1.321614583333e+01	1.608022117296e+03	1.608022117296e+03	5.871350119470e-01	5.871360267618e-01	1.608609252308e+03	1.608609253323e+03	-2.580544128986e-01	-2.580653276953e-01	3.791494055800e-02	-2.201503871361e-01	-2.806380175606e+00
1.330729166667e+01	1.628281035882e+03	1.628281035882e+03	6.087438033248e-01	6.087538408239e-01	1.628889779685e+03	1.628889789723e+03	-2.591817556417e-01	-2.591937419837e-01	3.710823969500e-02	-2.220855022892e-01	-2.843999747473e+00
1.339843750000e+01	1.643324844226e+03	1.643324844226e+03	5.722362554443e-01	5.722329054597e-01	1.643897080481e+03	1.643897077131e+03	-2.628757188170e-01	-2.629022737548e-01	3.630153883200e-02	-2.266007349218e-01	-2.884387635089e+00
1.348958333333e+01	1.659469657023e+03	1.659469657023e+03	4.967361321448e-01	4.967350928010e-01	1.659966393155e+03	1.659966392116e+03	-2.978508262064e-01	-2.978875609632e-01	3.549483796900e-02	-2.623927229940e-01	-2.956223498047e+00
1.358072916667e+01	1.686033660517e+03	1.686033660517e+03	4.326639920813e-01	4.326494105573e-01	1.686466324509e+03	1.686466309927e+03	-3.544283396282e-01	-3.544806459329e-01	3.468813710600e-02	-3.197925088261e-01	-3.049822546694e+00
1.367187500000e+01	1.727680700730e+03	1.727680700730e+03	4.339917797966e-01	4.339861327885e-01	1.728114692510e+03	1.728114686863e+03	-3.982046840967e-01	-3.982610678950e-01	3.388143624300e-02	-3.643796316505e-01	-3.130750264513e+00
1.376302083333e+01	1.779892352530e+03	1.779892352530e+03	5.214515444267e-01	5.214416135470e-01	1.780413804075e+03	1.780413794144e+03	-4.117154662652e-01	-4.117792942499e-01	3.307473538000e-02	-3.787045588688e-01	-3.181544799465e+00
1.385416666667e+01	1.831846379136e+03	1.831846379136e+03	6.653262741460e-01	6.653317930561e-01	1.832511705410e+03	1.832511710928e+03	-3.906451882967e-01	-3.907068797377e-01	3.226803451700e-02	-3.584388452198e-01	-3.197866717143e+00
1.394531250000e+01	1.872331102015e+03	1.872331102015e+03	7.980449515838e-01	7.980467979903e-01	1.873129146967e+03	1.873129148813e+03	-3.682454071821e-01	-3.683108440772e-01	3.146133365500e-02	-3.368495104234e-01	-3.212972943443e+00
1.403645833333e+01	1.892834107028e+03	1.892834107028e+03	8.546973940376e-01	8.547091240174e-01	1.893688804422e+03	1.893688816152e+03	-3.728263283567e-01	-3.728873745274e-01	3.065463279200e-02	-3.422327417353e-01	-3.255150062584e+00
1.412760416667e+01	1.887325312895e+03	1.887325312895e+03	8.143710331856e-01	8.143698120979e-01	1.888139683928e+03	1.888139682707e+03	-3.931490456518e-01	-3.932177640580e-01	2.984793192900e-02	-3.633698321289e-01	-3.313169782247e+00
1.421875000000e+01	1.853596858663e+03	1.853596858663e+03	7.087635589631e-01	7.087645590876e-01	1.854305622222e+03	1.854305623223e+03	-3.713622513456e-01	-3.714344913669e-01	2.904123106600e-02	-3.423932603015e-01	-3.329154205597e+00
1.430989583333e+01	1.796776363697e+03	1.796776363697e+03	5.916022116445e-01	5.915889708730e-01	1.797367965909e+03	1.797367952669e+03	-2.524100914107e-01	-2.524938478358e-01	2.823453020300e-02	-2.242593176335e-01	-3.248046329436e+00
1.440104166667e+01	1.730216201505e+03	1.730216201505e+03	5.014448142624e-01	5.014396709151e-01	1.730717646320e+03	1.730717641177e+03	-4.865958001444e-02	-4.874233846305e-02	2.742782934000e-02	-2.131450912273e-02	-3.082171300701e+00
1.449218750000e+01	1.673188882475e+03	1.673188882475e+03	4.445855722082e-01	4.445751949721e-01	1.673633468047e+03	1.673633457671e+03	1.679000658607e-01	1.678128232538e-01	2.662112847700e-02	1.944339517305e-01	-2.903498680686e+00
1.458333333333e+01	1.643672064347e+03	1.643672064347e+03	4.090579792970e-01	4.090616695707e-01	1.644081122326e+03	1.644081126016e+03	3.064453026946e-01	3.063589170295e-01	2.581442761400e-02	3.321733446437e-01	-2.802781601214e+00
1.467447916667e+01	1.650066532378e+03	1.650066532378e+03	3.911958661363e-01	3.911940467950e-01	1.650457728245e+03	1.650457726425e+03	3.186598175280e-01	3.185592004385e-01	2.500772675100e-02	3.435669271896e-01	-2.828283212466e+00
1.476562500000e+01	1.689780094491e+03	1.689780094491e+03	4.060626816474e-01	4.060704467075e-01	1.690186157173e+03	1.690186164938e+03	2.452799541199e-01	2.451665956278e-01	2.420102588800e-02	2.693676215159e-01	-2.939188820288e+00
1.485677083333e+01	1.754815571867e+03	1.754815571867e+03	4.696773827528e-01	4.696755013227e-01	1.755285249250e+03	1.755285247369e+03	1.455058691494e-01	1.453691181004e-01	2.339432502500e-02	1.687634431251e-01	-3.076286844980e+00
1.494791666667e+01	1.838439257231e+03	1.838439257231e+03	5.766303399016e-01	5.766377466299e-01	1.839015887571e+03	1.839015894978e+03	4.074523651807e-02	4.059338370465e-02	2.258762416200e-02	6.318100786596e-02	-3.218161730820e+00
1.503906250000e+01	1.934720875906e+03	1.934720875906e+03	6.987245353973e-01	6.987265748028e-01	1.935419600442e+03	1.935419602481e+03	-6.102273793968e-02	-6.118929691478e-02	2.178092329900e-02	-3.940837361552e-02	-3.356848672136e+00
1.513020833333e+01	2.030952129054e+03	2.030952129054e+03	8.010540507139e-01	8.010710849570e-01	2.031753183105e+03	2.031753200139e+03	-1.589509831957e-01	-1.591154090629e-01	2.097422243600e-02	-1.381411866271e-01	-3.491451266572e+00
1.522135416667e+01	2.105413759061e+03	2.105413759061e+03	8.613267298915e-01	8.613407024765e-01	2.106275085790e+03	2.106275099763e+03	-2.440822785775e-01	-2.442416733267e-01	2.016752157300e-02	-2.240741517540e-01	-3.612963580571e+00
1.531250000000e+01	2.135202307730e+03	2.135202307730e+03	8.831782707507e-01	8.832033954255e-01	2.136085486001e+03	2.136085511126e+03	-2.668936606650e-01	-2.670338262402e-01	1.936082071000e-02	-2.476730055296e-01	-3.671794592531e+00
1.540364583333e+01	2.107606534651e+03	2.107606534651e+03	8.831282837780e-01	8.831413918390e-01	2.108489662934e+03	2.108489676043e+03	-1.665562891040e-01	-1.666780299922e-01	1.855411984800e-02	-1.481239101433e-01	-3.607090795569e+00
1.549479166667e+01	2.024622884295e+03	2.024622884295e+03	8.678122389968e-01	8.678263497451e-01	2.025490696534e+03	2.025490710646e+03	6.237817119455e-02	6.228722174655e-02	1.774741898500e-02	8.003464073070e-02	-3.413341108534e+00
1.558593750000e+01	1.898265397031e+03	1.898265397031e+03	8.266288246704e-01	8.266239272184e-01	1.899092025856e+03	1.899092020959e+03	3.880328916825e-01	3.879677893254e-01	1.694071812200e-02	4.049085074469e-01	-3.122339111129e+00
1.567708333333e+01	1.741960601471e+03	1.741960601471e+03	7.425428582367e-01	7.425379390613e-01	1.742703144329e+03	1.742703139410e+03	7.552503028886e-01	7.552176404517e-01	1.613401725900e-02	7.713516577102e-01	-2.789050484112e+00
1.576822916667e+01	1.566550997024e+03	1.566550997024e+03	6.127355887094e-01	6.127168881043e-01	1.567163732613e+03	1.567163713912e+03	1.111294340145e+00	1.111283690270e+00	1.532731639600e-02	1.126611006666e+00	-2.465978438498e+00
1.585937500000e+01	1.382051178212e+03	1.382051178212e+03	4.617450313097e-01	4.617358615309e-01	1.382512923243e+03	1.382512914073e+03	1.457136965522e+00	1.457153257956e+00	1.452061553300e-02	1.471673873490e+00	-2.151885553974e+00
1.595052083333e+01	1.198873588205e+03	1.198873588205e+03	3.285479043829e-01	3.285346383025e-01	1.199202136109e+03	1.199202122843e+03	1.808849479250e+00	1.808882057782e+00	1.371391467000e-02	1.822595972452e+00	-1.830554546644e+00
1.604166666667e+01	1.026621046188e+03	1.026621046188e+03	2.413201771599e-01	2.413215523954e-01	1.026862366365e+03	1.026862367740e+03	2.165631168171e+00	2.165680318404e+00	1.290721380700e-02	2.178587532210e+00	-1.502702216770e+00
1.613281250000e+01	8.722979157625e+02	8.722979157625e+02	2.019648347630e-01	2.019610904718e-01	8.724998805973e+02	8.724998768529e+02	2.501903658405e+00	2.501956298532e+00	1.210051294400e-02	2.514056811476e+00	-1.193806436293e+00
1.622395833333e+01	7.397073043454e+02	7.397073043454e+02	1.920120633215e-01	1.920179706749e-01	7.398993164088e+02	7.398993223162e+02	2.789657136657e+00	2.789717903167e+00	1.129381208100e-02	2.801011715248e+00	-9.315850727389e-01
1.631510416667e+01	6.298903289715e+02	6.298903289715e+02	1.867160147791e-01	1.867111368047e-01	6.300770449863e+02	6.300770401082e+02	3.027317693572e+00	3.027378218982e+00	1.048711121800e-02	3.037865330199e+00	-7.172135053061e-01
1.640625000000e+01	5.408014019495e+02	5.408014019495e+02	1.661831013209e-01	1.661842648303e-01	5.409675850508e+02	5.409675862141e+02	3.207510747700e+00	3.207577358249e+00	9.680410355200e-03	3.217257768603e+00	-5.575830041467e-01
1.649739583333e+01	4.681903914423e+02	4.681903914423e+02	1.261801994531e-01	1.261706478320e-01	4.683165716417e+02	4.683165620902e+02	3.328406323869e+00	3.328473819798e+00	8.873709492300e-03	3.337347529290e+00	-4.540358633116e-01
1.658854166667e+01	4.093464532812e+02	4.093464532812e+02	7.899825630522e-02	7.899771187117e-02	4.094254515375e+02	4.094254509932e+02	3.406769076402e+00	3.406845080246e+00	8.067008629400e-03	3.414912088875e+00	-3.892993646399e-01
1.667968750000e+01	3.646091481257e+02	3.646091481257e+02	4.334195781041e-02	4.333436707721e-02	3.646524900835e+02	3.646524824930e+02	3.449390267509e+00	3.449466253426e+00	7.260307766400e-03	3.456726561192e+00	-3.561913052737e-01
1.677083333333e+01	3.353211948339e+02	3.353211948339e+02	3.492207380253e-02	3.492604009618e-02	3.353561169077e+02	3.353561208737e+02	3.464870793525e+00	3.464953116281e+00	6.453606903500e-03	3.471406723184e+00	-3.458030689322e-01
1.686197916667e+01	3.209206507415e+02	3.209206507415e+02	5.755641840440e-02	5.755365978233e-02	3.209782071599e+02	3.209782044015e+02	3.463026693830e+00	3.463106423317e+00	5.646906040600e-03	3.468753329358e+00	-3.480750606707e-01
1.695312500000e+01	3.173814221621e+02	3.173814221621e+02	1.010149662382e-01	1.010220094802e-01	3.174824371283e+02	3.174824441718e+02	3.450158524806e+00	3.450242265717e+00	4.840205177600e-03	3.455082470895e+00	-3.564149057072e-01
1.704427083333e+01	3.182397221121e+02	3.182397221121e+02	1.467656247945e-01	1.467633884210e-01	3.183864877369e+02	3.183864855007e+02	3.430530615933e+00	3.430611769507e+00	4.033504314700e-03	3.434645273822e+00	-3.663692608582e-01
1.713541666667e+01	3.168972019104e+02	3.168972019104e+02	1.765207962029e-01	1.765261741058e-01	3.170737227066e+02	3.170737280847e+02	3.414908601263e+00	3.414996133887e+00	3.226803451700e-03	3.418222937339e+00	-3.671736104928e-01
1.722656250000e+01	3.078670674934e+02	3.078670674934e+02	1.781014463223e-01	1.780962362442e-01	3.080451689397e+02	3.080451637296e+02	3.403139061106e+00	3.403225466912e+00	2.420102588800e-03	3.405645569502e+00	-3.592807819370e-01
1.731770833333e+01	2.876044467181e+02	2.876044467181e+02	1.508743251680e-01	1.508766528308e-01	2.877553210432e+02	2.877553233709e+02	3.392350320627e+00	3.392443528775e+00	1.613401725900e-03	3.394056930501e+00	-3.460344079602e-01
1.740885416667e+01	2.556396411310e+02	2.556396411310e+02	1.057532644398e-01	1.057461474375e-01	2.557453943954e+02	2.557453872783e+02	3.389954187699e+00	3.390046980098e+00	8.067008629400e-04	3.390853680961e+00	-3.206403223564e-01
1.750000000000e+01	2.150386034197e+02	2.150386034197e+02	5.930629933698e-02	5.930844755677e-02	2.150979097191e+02	2.150979118672e+02	3.403019584473e+00	3.403119262912e+00	-1.408602346333e-17	3.403119262912e+00	-2.766758560881e-01
1.759114583333e+01	1.713060159630e+02	1.713060159630e+02	2.488385316362e-02	2.487796931359e-02	1.713308998162e+02	1.713308939322e+02	3.433015729007e+00	3.433114096539e+00	-8.067008629400e-04	3.432307395676e+00	-2.133933538386e-01
1.768229166667e+01	1.301197340618e+02	1.301197340618e+02	6.925833303374e-03	6.929700654720e-03	1.301266598951e+02	1.301266637626e+02	3.471031205305e+00	3.471134446412e+00	-1.613401725900e-03	3.469521044687e+00	-1.404195226409e-01
1.777343750000e+01	9.529055349059e+01	9.529055349059e+01	1.084124451581e-03	1.079543720069e-03	9.529163761504e+01	9.529163303424e+01	3.501554057457e+00	3.501653376474e+00	-2.420102588800e-03	3.499233273885e+00	-7.393893315036e-02
1.786458333333e+01	6.805574427014e+01	6.805574427014e+01	1.304787097245e-04	1.349177910271e-04	6.805587474885e+01	6.805587918794e+01	3.512384996129e+00	3.512487100157e+00	-3.226803451700e-03	3.509260296705e+00	-2.659898623876e-02
1.795572916667e+01	4.784408324207e+01	4.784408324207e+01	5.301031266331e-06	8.459196392806e-07	4.784408854311e+01	4.784408408800e+01	3.505512813755e+00	3.505610507572e+00	-4.033504314700e-03	3.501577003257e+00	3.312037147352e-03
1.804687500000e+01	3.341584189940e+01	3.341584189940e+01	9.303866186576e-06	1.375704814608e-05	3.341585120327e+01	3.341585565644e+01	3.491519507587e+00	3.491620371995e+00	-4.840205177600e-03	3.486780166818e+00	2.620497800496e-02
1.813802083333e+01	2.329842154949e+01	2.329842154949e+01	-7.050095584830e-06	-1.150345863478e-05	2.329841449939e+01	2.329841004601e+01	3.470769680641e+00	3.470866015100e+00	-5.646906040600e-03	3.465219109060e+00	4.222936525933e-02
1.822916666667e+01	1.624347203048e+01	1.624347203048e+01	6.916926930698e-06	1.137027088102e-05	1.624347894741e+01	1.624348340076e+01	3.444730774141e+00	3.444830123132e+00	-6.453606903500e-03	3.438376516228e+00	5.268801469810e-02
1.832031250000e+01	1.132259922711e+01	1.132259922711e+01	-6.520675852317e-06	-1.097404346851e-05	1.132259270643e+01	1.132258825307e+01	3.415213233554e+00	3.415308083211e+00	-7.260307766400e-03	3.408047775444e+00	5.929419006156e-02
1.841145833333e+01	7.890542758176e+00	7.890542758176e+00	6.312138177282e-06	1.076552392627e-05	7.890549070314e+00	7.890553523700e+00	3.383341292183e+00	3.383439147480e+00	-8.067008629400e-03	3.375372138850e+00	6.322329053129e-02
1.850260416667e+01	5.512738831721e+00	5.512738831721e+00	-6.013127989309e-06	-1.046654241985e-05	5.512732818593e+00	5.512728365178e+00	3.349868227559e+00	3.349961589436e+00	-8.873709492300e-03	3.341087879943e+00	6.531486634238e-02
1.859375000000e+01	3.876402893147e+00	3.876402893148e+00	5.943088034565e-06	1.039652588504e-05	3.876408836235e+00	3.876413289674e+00	3.315387510942e+00	3.315483874545e+00	-9.680410355200e-03	3.305803464190e+00	6.625885060180e-02
1.868489583333e+01	2.743288052792e+00	2.743288052791e+00	-5.569005189185e-06	-1.002247012382e-05	2.743282483787e+00	2.743278030322e+00	3.280215032709e+00	3.280306905650e+00	-1.048711121800e-02	3.269819794431e+00	6.636216341484e-02
1.877604166667e+01	1.947618517401e+00	1.947618517401e+00	5.649088510222e-06	1.010257907230e-05	1.947624166489e+00	1.947628619980e+00	3.244675080276e+00	3.244769952915e+00	-1.129381208100e-02	3.233476140834e+00	6.591393492185e-02
1.886718750000e+01	1.388102002552e+00	1.388102002552e+00	-5.247635815812e-06	-9.701153706458e-06	1.388096754916e+00	1.388092301398e+00	3.208881430506e+00	3.208971814023e+00	-1.210051294400e-02	3.196871301078e+00	6.497450426561e-02
1.895833333333e+01	9.962737450814e-01	9.962737450819e-01	5.313045729704e-06	9.766587342784e-06	9.962790581271e-01	9.962835116695e-01	3.173032466949e+00	3.173125848964e+00	-1.290721380700e-02	3.160218635157e+00	6.377020765718e-02
1.904947916667e+01	7.168257094303e-01	7.168257094301e-01	-5.044068873363e-06	-9.497638661052e-06	7.168206653614e-01	7.168162117910e-01	3.137146078894e+00	3.137234972735e+00	-1.371391467000e-02	3.123521058065e+00	6.235518207345e-02
1.914062500000e+01	5.134811230711e-01	5.134811230718e-01	4.966616641738e-06	9.420208919257e-06	5.134860896878e-01	5.134905432812e-01	3.101358900706e+00	3.101450792286e+00	-1.452061553300e-02	3.086930176754e+00	6.093373793061e-02
1.923177083333e+01	3.692792103698e-01	3.692792103694e-01	-4.850859179245e-06	-9.304479289293e-06	3.692743595106e-01	3.692699058900e-01	3.065644129071e+00	3.065731533091e+00	-1.532731639600e-02	3.050404216695e+00	5.948195613098e-02
1.932291666667e+01	2.697905473339e-01	2.697905473343e-01	4.713271408474e-06	9.166913319107e-06	2.697952606053e-01	2.697997142477e-01	3.030107916435e+00	3.030198317695e+00	-1.613401725900e-02	3.014064300436e+00	5.809530382381e-02
1.941406250000e+01	1.966829165143e-01	1.966829165149e-01	-4.560462960588e-06	-9.014131302163e-06	1.966783560514e-01	1.966739023836e-01	2.994699958502e+00	2.994785872610e+00	-1.694071812200e-02	2.977845154488e+00	5.667007361445e-02
1.950520833333e+01	1.396746033872e-01	1.396746033884e-01	4.600136711929e-06	9.053828257378e-06	1.396792035239e-01	1.396836572167e-01	2.959509926821e+00	2.959598837836e+00	-1.774741898500e-02	2.941851418852e+00	5.528990950693e-02
1.959635416667e+01	9.954917528481e-02	9.954917528547e-02	-4.194710111850e-06	-8.648424561118e-06	9.954498057470e-02	9.954052686091e-02	2.924478191236e+00	2.924562615372e+00	-1.855411984800e-02	2.906008495524e+00	5.387367193471e-02
1.968750000000e+01	7.447071102706e-02	7.447071102732e-02	4.518317505703e-06	8.972057158329e-06	7.447522934457e-02	7.447968308445e-02	2.889685881903e+00	2.889773302723e+00	-1.936082071000e-02	2.870412482013e+00	5.251151602072e-02
1.977864583333e+01	5.546930885365e-02	5.546930885379e-02	-3.892834603302e-06	-8.346595219576e-06	5.546541601905e-02	5.546096225852e-02	2.855067423986e+00	2.855150358107e+00	-2.016752157300e-02	2.834982836534e+00	5.111565522485e-02
1.986979166667e+01	3.825791983101e-02	3.825791983109e-02	4.348061495013e-06	8.801846345757e-06	3.826226789250e-02	3.826672167739e-02	2.820697989549e+00	2.820783920209e+00	-2.097422243600e-02	2.799809697773e+00	4.977179045449e-02
1.996093750000e+01	2.676598566885e-02	2.676598567002e-02	-3.698722420987e-06	-8.152529209744e-06	2.676228694643e-02	2.675783314085e-02	2.786511291764e+00	2.786592735840e+00	-2.178092329900e-02	2.764811812541e+00	4.839656514266e-02
2.005208333333e+01	2.162564172166e-02	2.162564172254e-02	4.120135836418e-06	8.573965176918e-06	2.162976185750e-02	2.163421568773e-02	2.752579231000e+00	2.752663671525e+00	-2.258762416200e-02	2.730076047363e+00	4.707557378359e-02
2.014322916667e+01	1.676783534990e-02	1.676783535043e-02	-3.534144900766e-06	-7.987995125214e-06	1.676430120500e-02	1.675984735529e-02	2.718834569124e+00	2.718914523130e+00	-2.339432502500e-02	2.695520198105e+00	4.572592529201e-02
2.023437500000e+01	1.014213976448e-02	1.014213976465e-02	3.902650891753e-06	8.356524880231e-06	1.014604241538e-02	1.015049628953e-02	2.685346144405e+00	2.685429094813e+00	-2.420102588800e-02	2.661228068925e+00	4.443179055740e-02
2.032552083333e+01	6.485411477142e-03	6.485411477392e-03	-3.370136454873e-06	-7.824029512650e-06	6.482041340687e-03	6.477587447888e-03	2.652048529683e+00	2.652126993603e+00	-2.500772675100e-02	2.627119266852e+00	4.311484378879e-02
2.041666666667e+01	6.821611177669e-03	6.821611177555e-03	3.686498596477e-06	8.140414706632e-06	6.825297676266e-03	6.829751592275e-03	2.619008489739e+00	2.619089950047e+00	-2.581442761400e-02	2.593275522433e+00	4.186009448520e-02
2.050781250000e+01	5.908890935882e-03	5.908890936456e-03	-3.215978449929e-06	-7.669914733691e-06	5.905674957432e-03	5.901221021773e-03	2.586160997013e+00	2.586237970837e+00	-2.662112847700e-02	2.559616842360e+00	4.059105597384e-02
2.059895833333e+01	2.356589354388e-03	2.356589354501e-03	3.484634897091e-06	7.938591894155e-06	2.360073989285e-03	2.364527946455e-03	2.553570427737e+00	2.553650397954e+00	-2.742782934000e-02	2.526222568614e+00	3.938899938014e-02
2.069010416667e+01	9.031842225071e-04	9.031842229518e-04	-3.039456322655e-06	-7.493434378114e-06	9.001447661845e-04	8.956907886553e-04	2.521174260344e+00	2.521249744060e+00	-2.823453020300e-02	2.493015213858e+00	3.817845847758e-02
2.078125000000e+01	2.591183333555e-03	2.591183333330e-03	3.318793422636e-06	7.772791391313e-06	2.594502126978e-03	2.598956124787e-03	2.489035078583e+00	2.489113558718e+00	-2.904123106600e-02	2.460072327651e+00	3.703888694506e-02
2.087239583333e+01	2.673438991524e-03	2.673438991101e-03	-2.848162036605e-06	-7.302180334132e-06	2.670590829487e-03	2.666136810854e-03	2.457091270479e+00	2.457165264079e+00	-2.984793192900e-02	2.427317332151e+00	3.589608617125e-02
2.096354166667e+01	1.018228845225e-04	1.018228845039e-04	3.151578601024e-06	7.605616792880e-06	1.049744631235e-04	1.094285014298e-04	2.425403230032e+00	2.425480220090e+00	-3.065463279200e-02	2.394825587298e+00	3.482524179057e-02
2.105468750000e+01	-6.074242544964e-04	-6.074242545158e-04	-2.688417984891e-06	-7.142476000217e-06	-6.101126724813e-04	-6.145667303839e-04	2.393912019579e+00	2.393984523058e+00	-3.146133365500e-02	2.362523189403e+00	3.375164196711e-02
2.114583333333e+01	1.408645796351e-03	1.408645796189e-03	2.944357355408e-06	7.398435242390e-06	1.411590153706e-03	1.416044231552e-03	2.362676245295e+00	2.362751745283e+00	-3.226803451700e-02	2.330483710766e+00	3.274709773190e-02
2.123697916667e+01	1.694363285213e-03	1.694363285386e-03	-2.574231425860e-06	-7.028327893881e-06	1.691789053787e-03	1.687334957636e-03	2.331638050551e+00	2.331709063906e+00	-3.307473538000e-02	2.298634328526e+00	3.173833630996e-02
2.132812500000e+01	-5.509115631628e-04	-5.509115631627e-04	2.730179468035e-06	7.184296260184e-06	-5.481813836948e-04	-5.437272667892e-04	2.300853911093e+00	2.300927921015e+00	-3.388143624300e-02	2.267046484772e+00	3.079588833225e-02
2.141927083333e+01	-9.947750698639e-04	-9.947750704235e-04	-2.384916460184e-06	-6.839051569632e-06	-9.971599863241e-04	-1.001614121912e-03	2.270268672349e+00	2.270338195574e+00	-3.468813710600e-02	2.235650058468e+00	2.984912290663e-02
2.151041666667e+01	1.062088609033e-03	1.062088609191e-03	2.725433788523e-06	7.179589527240e-06	1.064814042822e-03	1.069268198807e-03	2.239937016347e+00	2.240009536206e+00	-3.549483796900e-02	2.204514698236e+00	2.896651196333e-02
2.160156250000e+01	1.365102592673e-03	1.365102592855e-03	-1.943999140263e-06	-6.398167823511e-06	1.363158593533e-03	1.358704425108e-03	2.209804946852e+00	2.209872979944e+00	-3.630153883200e-02	2.173571441112e+00	2.807885263822e-02
