z_A	nval_CHGCAR	nval_DBG	dencor_py	dencor_DBG	ne_py	ne_DBG	phisol_py_eV	phisol_DBG_eV	phi_final_DBG_eV
1.002604166667e+00	-2.149604271987e-03	-2.149604271513e-03	1.563649687834e-05	1.117892766892e-05	-2.133967775109e-03	-2.138425343880e-03	2.940843200575e-01	5.782308886453e-01	6.095702541978e-01
1.093750000000e+00	1.058566851263e-03	1.058566851597e-03	-1.581382764471e-05	-1.135620557654e-05	1.042753023618e-03	1.047210645950e-03	2.999263925283e-01	5.825058257769e-01	6.095462463385e-01
1.184895833333e+00	2.633790999361e-03	2.633790999527e-03	1.621559520023e-05	1.175792724521e-05	2.650006594561e-03	2.645548926702e-03	3.060507590405e-01	5.870555470948e-01	6.095706614747e-01
1.276041666667e+00	-5.437669700770e-04	-5.437669696763e-04	-1.648937170747e-05	-1.203164997850e-05	-5.602563417844e-04	-5.557986196923e-04	3.123439577678e-01	5.917816110435e-01	6.095450584451e-01
1.367187500000e+00	-2.056018030586e-03	-2.056018030032e-03	1.690347462121e-05	1.244570433201e-05	-2.039114555965e-03	-2.043572325713e-03	3.189215767258e-01	5.967845842246e-01	6.095700034626e-01
1.458333333333e+00	1.396039033410e-03	1.396039033814e-03	-1.718049215308e-05	-1.272266565249e-05	1.378858541257e-03	1.383316368091e-03	3.256670302931e-01	6.019629036200e-01	6.095439338922e-01
1.549479166667e+00	3.240250034774e-03	3.240250035224e-03	1.761439682587e-05	1.315651774671e-05	3.257864431600e-03	3.253406552946e-03	3.326984122678e-01	6.074196391863e-01	6.095699193129e-01
1.640625000000e+00	1.112454843398e-05	1.112454866707e-05	-1.798959315025e-05	-1.353165713956e-05	-6.865044716272e-06	-2.407108561716e-06	3.398947197387e-01	6.130488131435e-01	6.095419823171e-01
1.731770833333e+00	-1.508545438766e-03	-1.508545438434e-03	1.829938279485e-05	1.384138812370e-05	-1.490246055971e-03	-1.494704050370e-03	3.473791264984e-01	6.189585728075e-01	6.095682698533e-01
1.822916666667e+00	2.399020670695e-03	2.399020670922e-03	-1.889580652067e-05	-1.443775484738e-05	2.380124864174e-03	2.384582915974e-03	3.550273339200e-01	6.250396474323e-01	6.095395115379e-01
1.914062500000e+00	4.821816122315e-03	4.821816122666e-03	1.907932182791e-05	1.462120612072e-05	4.840895444143e-03	4.836437328703e-03	3.629651676141e-01	6.314028332799e-01	6.095665032754e-01
2.005208333333e+00	1.883450988569e-03	1.883450988850e-03	-1.976153902561e-05	-1.530336192657e-05	1.863689449543e-03	1.868147626832e-03	3.710635903728e-01	6.379341240289e-01	6.095352390971e-01
2.096354166667e+00	7.722365672014e-04	7.722365674221e-04	2.004575999814e-05	1.558751837249e-05	7.922823271995e-04	7.878240857335e-04	3.794537544620e-01	6.447496394479e-01	6.095618384236e-01
2.187500000000e+00	5.730659932122e-03	5.730659932199e-03	-2.061814504217e-05	-1.615983538216e-05	5.710041787080e-03	5.714500096733e-03	3.880030954809e-01	6.517318493224e-01	6.095287713839e-01
2.278645833333e+00	9.571206079413e-03	9.571206079715e-03	2.110541783910e-05	1.664703919666e-05	9.592311497252e-03	9.587853118886e-03	3.968454824588e-01	6.589995867213e-01	6.095548707078e-01
2.369791666667e+00	8.094922663974e-03	8.094922664057e-03	-2.159711156920e-05	-1.713866248615e-05	8.073325552405e-03	8.077784001530e-03	4.058431386767e-01	6.664301127505e-01	6.095173978358e-01
2.460937500000e+00	9.081639321195e-03	9.081639321255e-03	2.218097116591e-05	1.772244733478e-05	9.103820292361e-03	9.099361768553e-03	4.151353885513e-01	6.741477120376e-01	6.095406370656e-01
2.552083333333e+00	1.744090592686e-02	1.744090592665e-02	-2.274406437893e-05	-1.828546571601e-05	1.741816186248e-02	1.742262046086e-02	4.245805577156e-01	6.820257520759e-01	6.094979562158e-01
2.643229166667e+00	2.573500721717e-02	2.573500721719e-02	2.331041459928e-05	1.885173460220e-05	2.575831763176e-02	2.575385895179e-02	4.343205035899e-01	6.901910462391e-01	6.095161683391e-01
2.734375000000e+00	2.965454773711e-02	2.965454773702e-02	-2.399778165763e-05	-1.953902223445e-05	2.963054995545e-02	2.963500871474e-02	4.442076847394e-01	6.985110994520e-01	6.094627786771e-01
2.825520833333e+00	3.825656571268e-02	3.825656571258e-02	2.460092227141e-05	2.014207780649e-05	3.828116663496e-02	3.827670779033e-02	4.543890983385e-01	7.071178600811e-01	6.094697352836e-01
2.916666666667e+00	5.802461967156e-02	5.802461967147e-02	-2.532260243537e-05	-2.086366824210e-05	5.799929706912e-02	5.800375600315e-02	4.647123333502e-01	7.158739684983e-01	6.093996788391e-01
3.007812500000e+00	8.197053135871e-02	8.197053135850e-02	2.606740784517e-05	2.160838414031e-05	8.199659876655e-02	8.199213974245e-02	4.753256880767e-01	7.249126688293e-01	6.093858531650e-01
3.098958333333e+00	1.063157357232e-01	1.063157357232e-01	-2.678035888826e-05	-2.232123938364e-05	1.062889553643e-01	1.062934144837e-01	4.860688794916e-01	7.340887351666e-01	6.092830326539e-01
3.190104166667e+00	1.426068399254e-01	1.426068399254e-01	2.769596926759e-05	2.323675176841e-05	1.426345358946e-01	1.426300766772e-01	4.970933712598e-01	7.435385709139e-01	6.092276204133e-01
3.281250000000e+00	2.010923501730e-01	2.010923501730e-01	-2.842986122161e-05	-2.397053885090e-05	2.010639203118e-01	2.010683796341e-01	5.082312515660e-01	7.531093278822e-01	6.090667685466e-01
3.372395833333e+00	2.784543440955e-01	2.784543440955e-01	2.946648774871e-05	2.500705996515e-05	2.784838105832e-01	2.784793511554e-01	5.196311174225e-01	7.629345358533e-01	6.089340065470e-01
