# units: z_A in Angstrom; densities in e/A^3; diff = reproduction - DFT
z_A	RHOB_DFT_e_per_A3	RHOB_repro_e_per_A3	RHOB_diff_e_per_A3	RHOION_DFT_e_per_A3	RHOION_repro_e_per_A3	RHOION_diff_e_per_A3
12.122395833333	-2.2895034636609092e-05	-2.2894941395829886e-05	9.3240779206198339e-11	-5.0221841045131494e-20	4.1764078765590097e-20	9.1985919810721585e-20
12.213541666667	-2.4812384691041845e-05	-2.4812307337749148e-05	7.7353292696170309e-11	-8.8979275085728722e-20	5.3183897778746350e-21	9.4297664863603354e-20
12.304687500000	-2.3511929624219718e-05	-2.3511963290109581e-05	-3.3665889862785668e-11	-9.0163474132703320e-21	8.9045564901639727e-20	9.8061912314910064e-20
12.395833333333	-1.9561192745599241e-05	-1.9561292789306473e-05	-1.0004370723233451e-10	-5.2553236867958083e-20	4.6401899453778847e-20	9.8955136321736924e-20
12.486979166667	-1.3563346552337380e-05	-1.3563393656870429e-05	-4.7104533049460977e-11	-7.1811165013574392e-20	2.8316175712075640e-20	1.0012734072565004e-19
12.578125000000	-6.2827054205156548e-06	-6.2826519142938974e-06	5.3506221757371132e-11	-6.6750201138577581e-20	3.3914433979709486e-20	1.0066463511828707e-19
12.669270833333	1.0702117355430551e-06	1.0703089238536307e-06	9.7188310575612935e-11	-4.4498052561765442e-20	5.7504238020942009e-20	1.0200229058270745e-19
12.760416666667	6.9497768346376824e-06	6.9498439331304439e-06	6.7098492761504425e-11	-7.7585920304964443e-20	2.2845265011234781e-20	1.0043118531619923e-19
12.851562500000	9.7806912593229245e-06	9.7807125564194063e-06	2.1297096481780230e-11	-2.3438252089467956e-20	7.7877183293582668e-20	1.0131543538305062e-19
12.942708333333	8.5002674134395296e-06	8.5002751386969582e-06	7.7252574285236863e-12	-5.7940885966303277e-20	4.1424682691988284e-20	9.9365568658291561e-20
13.033854166667	3.1633828199837526e-06	3.1634066626360085e-06	2.3842652255904554e-11	-6.6993544979864646e-20	3.0530246431424265e-20	9.7523791411288917e-20
13.125000000000	-5.2605480290896732e-06	-5.2605046787643245e-06	4.3350325348658655e-11	-9.8330051563114638e-20	-2.4980854090622122e-21	9.5831966154052421e-20
13.216145833333	-1.5615698436553122e-05	-1.5615646268938601e-05	5.2167614520738648e-11	-5.1366955689740023e-20	4.3048216090010181e-20	9.4415171779750210e-20
13.307291666667	-2.6943603802967860e-05	-2.6943552593191423e-05	5.1209776436716981e-11	-1.0431900061792191e-19	-1.3683051816155918e-20	9.0635948801765997e-20
13.398437500000	-3.8366162517145437e-05	-3.8366121667296665e-05	4.0849848772172258e-11	-5.6103556551907323e-20	3.3148867793246945e-20	8.9252424345154268e-20
13.489583333333	-4.9102859557432560e-05	-4.9102841239235205e-05	1.8318197355033164e-11	-3.8197741731330281e-20	4.5481887322868647e-20	8.3679629054198922e-20
13.580729166667	-5.8711705905485880e-05	-5.8711716050891331e-05	-1.0145405450804040e-11	-7.4115945355997196e-20	5.1599457121525233e-21	7.9275891068149722e-20
13.671875000000	-6.7198000139535277e-05	-6.7198026417374489e-05	-2.6277839211791103e-11	-6.4502628185552375e-20	1.1046957183546138e-20	7.5549585369098516e-20
13.763020833333	-7.4770357702140319e-05	-7.4770375288077474e-05	-1.7585937155291387e-11	-7.1204271380530740e-21	3.7500600691971462e-20	4.4621027830024533e-20
13.854166666667	-8.1655034046048658e-05	-8.1655029202220859e-05	4.8438277992562603e-12	-7.0249614505867733e-20	-1.2331538743927849e-20	5.7918075761939888e-20
13.945312500000	-8.8106427636265984e-05	-8.8106411543815776e-05	1.6092450207680700e-11	-2.2929622335161392e-20	3.1120191438518142e-20	5.4049813773679531e-20
14.036458333333	-9.4492820458554207e-05	-9.4492813121703381e-05	7.3368508263140647e-12	-2.7317742444495390e-20	1.9493876865351075e-20	4.6811619309846462e-20
14.127604166667	-1.0139970876811857e-04	-1.0139971169631374e-04	-2.9281951619301513e-12	-2.8569419036953847e-20	1.1910107145010637e-20	4.0479526181964485e-20
14.218750000000	-1.1031473456292514e-04	-1.1031472836913561e-04	6.1937895269462487e-12	-7.5122982885969956e-21	2.6256921133396284e-20	3.3769219421993281e-20
