z_A	PHI_DFT_e_A3	PHI_step01_e_A3	RHOB_DFT_e_A3	RHOB_step01_e_A3	RHOION_DFT_e_A3	RHOION_step01_e_A3	PHI_step02_e_A3	RHOB_step02_e_A3	RHOION_step02_e_A3	PHI_step03_e_A3	RHOB_step03_e_A3	RHOION_step03_e_A3	PHI_step04_e_A3	RHOB_step04_e_A3	RHOION_step04_e_A3	PHI_step05_e_A3	RHOB_step05_e_A3	RHOION_step05_e_A3
1.212239583333e+01	-3.996968461048e-04	-4.128060188062e-04	-2.289503463661e-05	-4.134420922779e-06	-5.022184104513e-20	4.810598759189e-20	-4.063062377218e-04	-1.358180279388e-05	5.982670225099e-20	-3.996585066462e-04	-2.334421237558e-05	1.526832171283e-19	-3.997148822922e-04	-2.286754044487e-05	-2.673765819822e-20	-3.997051516417e-04	-2.288942324047e-05	-3.853596602586e-21
1.221354166667e+01	-4.248476740375e-04	-4.376399011828e-04	-2.481238469104e-05	-7.557055509293e-06	-8.897927508573e-20	9.889278954353e-21	-4.312966265296e-04	-1.630750250888e-05	2.443947885331e-20	-4.248099068645e-04	-2.522660099418e-05	1.177953146553e-19	-4.248652873442e-04	-2.483131576669e-05	-6.344574240497e-20	-4.248557721817e-04	-2.480565308092e-05	-3.767770265718e-20
1.230468750000e+01	-4.456102234464e-04	-4.580894054761e-04	-2.351192962422e-05	-8.066297360672e-06	-9.016347413270e-21	8.936186071869e-20	-4.519008186911e-04	-1.589344833798e-05	1.062203093051e-19	-4.455730694069e-04	-2.390625584060e-05	2.025264624565e-19	-4.456274214972e-04	-2.354215148938e-05	1.674768581892e-20	-4.456181166383e-04	-2.350800310761e-05	4.825762004345e-20
1.239583333333e+01	-4.583670354033e-04	-4.705366634592e-04	-1.956119274560e-05	-6.130591621818e-06	-5.255323686796e-20	4.549092011553e-20	-4.645011348972e-04	-1.317099372341e-05	6.345995794717e-20	-4.583305269379e-04	-2.022667220871e-05	1.615803696898e-19	-4.583838222156e-04	-1.957607130902e-05	-2.523436459577e-20	-4.583747265138e-04	-1.956079917307e-05	6.998785345258e-21
1.248697916667e+01	-4.611292262900e-04	-4.729923377193e-04	-1.356334655234e-05	-2.263569406312e-06	-7.181116501357e-20	2.470246638651e-20	-4.671084648526e-04	-8.663646549110e-06	4.380578603396e-20	-4.610934010837e-04	-1.466191675023e-05	1.431599883887e-19	-4.611456029754e-04	-1.356642485042e-05	-4.560879065407e-20	-4.611367187327e-04	-1.356020742826e-05	-1.207254933196e-20
1.257812500000e+01	-4.549165232097e-04	-4.664756771470e-04	-6.282705420516e-06	2.867472035848e-06	-6.675020113858e-20	2.839554582347e-20	-4.607422998663e-04	-2.843227537859e-06	4.719204668206e-20	-4.548814246534e-04	-7.672168452692e-06	1.478028437481e-19	-4.549324924965e-04	-6.277359929377e-06	-4.083918004193e-20	-4.549238195928e-04	-6.273302527520e-06	-4.873265608322e-21
1.266927083333e+01	-4.417617887004e-04	-4.530190616269e-04	1.070211735543e-06	8.198434030494e-06	-4.449805256177e-20	5.060377684358e-20	-4.474352592040e-04	3.286534234550e-06	6.993454516846e-20	-4.417274582140e-04	-3.518270999836e-07	1.712238382240e-19	-4.417773555699e-04	1.097332051606e-06	-1.837655004536e-20	-4.417688902677e-04	1.080570028681e-06	2.145303033332e-20
1.276041666667e+01	-4.233477918549e-04	-4.343048047362e-04	6.949776834638e-06	1.234167494447e-05	-7.758592030496e-20	1.731482672682e-20	-4.288698785642e-04	8.206409175506e-06	3.407139725969e-20	-4.233142629593e-04	5.624787972412e-06	1.371290445509e-19	-4.233629602762e-04	7.002552572703e-06	-5.197379973655e-20	-4.233546993784e-04	6.954933436928e-06	-1.048929330387e-20
1.285156250000e+01	-4.063273632393e-04	-4.169853452407e-04	9.780691259323e-06	1.384216073689e-05	-2.343825208947e-20	7.132559521778e-20	-4.116987870720e-04	1.029516686922e-05	8.744453944528e-20	-4.062946616991e-04	8.509163858894e-06	1.906905426724e-19	-4.063421346842e-04	9.833038314900e-06	1.120362430647e-21	-4.063340777543e-04	9.782496272317e-06	4.387893684552e-20
1.294270833333e+01	-3.972583783864e-04	-4.076182588422e-04	8.500267413440e-06	1.170095335685e-05	-5.794088596630e-20	3.680611221726e-20	-4.024797057936e-04	8.483937649594e-06	4.945202175690e-20	-3.972265257303e-04	7.190042214700e-06	1.537366480463e-19	-3.972727538453e-04	8.518892499284e-06	-3.256958444293e-20	-3.972649008280e-04	8.505095037945e-06	1.031515291019e-20
1.303385416667e+01	-3.984674610084e-04	-4.085299735139e-04	3.163382819984e-06	5.903806557786e-06	-6.699354497986e-20	2.877225769545e-20	-4.035391570515e-04	2.846857707012e-06	3.826290914998e-20	-3.984364780734e-04	1.810912071109e-06	1.431866425303e-19	-3.984814429715e-04	3.143245102865e-06	-4.446769722406e-20	-3.984737916910e-04	3.172960323198e-06	-1.007230406176e-21
1.312500000000e+01	-4.075552139972e-04	-4.173209844182e-04	-5.260548029090e-06	-2.753082416383e-06	-9.833005156311e-20	-1.842689675764e-21	-4.124776874019e-04	-5.632683251832e-06	4.434953052809e-21	-4.075251232668e-04	-6.524246970630e-06	1.089813822469e-19	-4.075688058335e-04	-5.294218567639e-06	-7.564178926063e-20	-4.075613528746e-04	-5.250766412685e-06	-3.039667956486e-20
1.321614583333e+01	-4.178045127705e-04	-4.272741116744e-04	-1.561569843655e-05	-1.321653174310e-05	-5.136695568974e-20	4.291464922345e-20	-4.225781416789e-04	-1.576370695282e-05	4.702323711674e-20	-4.177753390819e-04	-1.657442845699e-05	1.517929687884e-19	-4.178177168517e-04	-1.563720262043e-05	-3.143885651263e-20	-4.178104600627e-04	-1.561043916014e-05	1.396765882009e-20
1.330729166667e+01	-4.236176643631e-04	-4.327916383303e-04	-2.694360380297e-05	-2.448277054049e-05	-1.043190006179e-19	-1.133215650173e-20	-4.282428085366e-04	-2.653552337142e-05	-1.058613668605e-20	-4.235894337422e-04	-2.738239326987e-05	9.465418866848e-20	-4.236304813486e-04	-2.695060100721e-05	-8.707315840162e-20	-4.236234207279e-04	-2.694359256718e-05	-4.075803298768e-20
1.339843750000e+01	-4.298473082769e-04	-4.387262196448e-04	-3.836616251715e-05	-3.557909876315e-05	-5.610355655191e-20	3.572276942810e-20	-4.343243218837e-04	-3.706477390164e-05	3.285804148957e-20	-4.298200446240e-04	-3.814353128110e-05	1.385597796558e-19	-4.298597380446e-04	-3.837447062066e-05	-4.224533410498e-20	-4.298528745167e-04	-3.836988084018e-05	4.751841184152e-21
1.348958333333e+01	-4.408119462075e-04	-4.493964316796e-04	-4.910285955743e-05	-4.569537182425e-05	-3.819774173133e-20	5.053492031032e-20	-4.451411975653e-04	-4.665971957589e-05	4.527383693757e-20	-4.407856663370e-04	-4.818862352792e-05	1.511933986745e-19	-4.408239891357e-04	-4.912469611895e-05	-2.685464026525e-20	-4.408173230670e-04	-4.910914989529e-05	1.704147369391e-20
1.358072916667e+01	-4.550532274138e-04	-4.633440625435e-04	-5.871170590549e-05	-5.445304146388e-05	-7.411594535600e-20	1.036372267985e-20	-4.592351226808e-04	-5.504505008203e-05	2.723164829442e-21	-4.550279362128e-04	-5.718600271440e-05	1.093382515910e-19	-4.550648848103e-04	-5.874291890144e-05	-6.865485020068e-20	-4.550584156981e-04	-5.871885791118e-05	-2.503475468862e-20
1.367187500000e+01	-4.673860241016e-04	-4.753841735752e-04	-6.719800013954e-05	-6.200367236302e-05	-6.450262818555e-20	1.674961084021e-20	-4.714210285333e-04	-6.242249935067e-05	1.792342963290e-21	-4.673617116155e-04	-6.521608007213e-05	1.156111558055e-19	-4.673972977544e-04	-6.722364386409e-05	-6.005711249938e-20	-4.673910248116e-04	-6.720208972549e-05	-1.866722827044e-20
1.376302083333e+01	-4.751809016169e-04	-4.828875369678e-04	-7.477035770214e-05	-6.875846609582e-05	-7.120427138053e-21	4.489120192291e-20	-4.790695504173e-04	-6.917509733389e-05	9.772444965671e-21	-4.751575427197e-04	-7.251337429172e-05	1.424985214338e-19	-4.751917932086e-04	-7.477735990879e-05	-3.313790997936e-20	-4.751857158219e-04	-7.476738439385e-05	7.075786199551e-21
1.385416666667e+01	-4.777843744007e-04	-4.852008478193e-04	-8.165503404605e-05	-7.510820858782e-05	-7.024961450587e-20	2.107454151844e-21	-4.815272664819e-04	-7.562336333373e-05	-1.789721972704e-20	-4.777619308732e-04	-7.929507532794e-05	9.407712649662e-20	-4.777948853127e-04	-8.163787053284e-05	-8.022126699386e-20	-4.777890029965e-04	-8.164540932413e-05	-4.236661045053e-20
1.394531250000e+01	-4.802041492295e-04	-4.873319324337e-04	-8.810642763627e-05	-8.132687718465e-05	-2.292962233516e-20	4.035214963815e-20	-4.838019265916e-04	-8.200419077227e-05	2.661697416673e-20	-4.801825737618e-04	-8.579819211010e-05	1.385501545490e-19	-4.802142806420e-04	-8.806440845008e-05	-3.587336532977e-20	-4.802085928885e-04	-8.809586992431e-05	1.878820845881e-21
1.403645833333e+01	-4.866995321870e-04	-4.935401511878e-04	-9.449282045855e-05	-8.765758150179e-05	-2.731774244450e-20	3.374547633577e-20	-4.901528582233e-04	-8.858702139043e-05	1.649758112083e-20	-4.866787735903e-04	-9.237799955607e-05	1.303143949024e-19	-4.867092851430e-04	-9.442754555008e-05	-4.326004247871e-20	-4.867037915523e-04	-9.448758708635e-05	-8.628315925164e-21
1.412760416667e+01	-4.955797807662e-04	-5.021347780037e-04	-1.013997087681e-04	-9.447272583682e-05	-2.856941903695e-20	2.591937604215e-20	-4.988893314671e-04	-9.581743010521e-05	8.179859987955e-21	-4.955597898670e-04	-9.960372452996e-05	1.231335469602e-19	-4.955891561273e-04	-1.013174420187e-04	-5.070669144692e-20	-4.955838566361e-04	-1.014012405040e-04	-1.614722723357e-20
1.421875000000e+01	-4.981297491258e-04	-5.044006942963e-04	-1.103147345629e-04	-1.029206078157e-04	-7.512298288597e-21	4.218595459996e-20	-5.012962284277e-04	-1.049758464287e-04	2.334495613229e-20	-4.981104860702e-04	-1.089284908388e-04	1.392514546378e-19	-4.981387475949e-04	-1.102284690313e-04	-3.426826771318e-20	-4.981336424801e-04	-1.103194599591e-04	-2.419751847635e-21
1.430989583333e+01	-4.860589987321e-04	-4.920475770676e-04	-1.248875486600e-04	-1.161079766168e-04	5.168166612108e-20	9.451928909480e-20	-4.890831947548e-04	-1.193858354586e-04	7.561987363279e-20	-4.860404431408e-04	-1.239420644192e-04	1.918730981007e-19	-4.860676209532e-04	-1.248118368918e-04	1.778853005957e-20	-4.860627107429e-04	-1.248910737273e-04	5.098996574373e-20
1.440104166667e+01	-4.612232209654e-04	-4.669314411983e-04	-1.511582484654e-04	-1.394624253209e-04	-2.336660270515e-20	1.601040263857e-20	-4.641061221532e-04	-1.446906770275e-04	-4.237120088605e-21	-4.612053827403e-04	-1.506010184018e-04	1.128698513518e-19	-4.612314674432e-04	-1.510988077564e-04	-6.128164820121e-20	-4.612267532266e-04	-1.511583187711e-04	-2.927069014869e-20
1.449218750000e+01	-4.344590537293e-04	-4.398895872314e-04	-1.935868836252e-04	-1.772070958265e-04	4.149910278452e-20	7.739577987528e-20	-4.372020182862e-04	-1.850871239084e-04	5.691162759958e-20	-4.344419732940e-04	-1.932618564797e-04	1.719913294316e-19	-4.344669245616e-04	-1.935352763917e-04	-2.162169182002e-21	-4.344624086660e-04	-1.935822157752e-04	3.137199904007e-20
1.458333333333e+01	-4.194313526496e-04	-4.245879207180e-04	-2.469234679620e-04	-2.246891202899e-04	1.832744741019e-20	5.159723594307e-20	-4.220362767916e-04	-2.354784385345e-04	2.816602404604e-20	-4.194150769493e-04	-2.465799738709e-04	1.413885985420e-19	-4.194388477970e-04	-2.468652518582e-04	-3.206648751478e-20	-4.194345337378e-04	-2.469114735284e-04	2.232099284808e-21
1.467447916667e+01	-4.234068442191e-04	-4.282944726228e-04	-2.923720011447e-04	-2.645259116665e-04	3.023649134799e-20	6.328640986750e-20	-4.258762495745e-04	-2.777916207218e-04	3.834153886848e-20	-4.233913859452e-04	-2.917731396862e-04	1.490220486213e-19	-4.234139650238e-04	-2.923047867855e-04	-2.345098038557e-20	-4.234098556762e-04	-2.923500993743e-04	1.270558520175e-20
1.476562500000e+01	-4.402391674654e-04	-4.448641302326e-04	-3.097522342441e-04	-2.781117762079e-04	-1.100202894943e-20	1.914744706009e-20	-4.425761557607e-04	-2.928799445225e-04	-8.010828304809e-21	-4.402244846275e-04	-3.088644723903e-04	9.955821759885e-20	-4.402459185324e-04	-3.096956614734e-04	-7.105265865575e-20	-4.402420136107e-04	-3.097225815294e-04	-3.395859841195e-20
1.485677083333e+01	-4.610119780023e-04	-4.653813933298e-04	-3.004516032767e-04	-2.678349934028e-04	-5.788966568876e-21	1.765333432877e-20	-4.632200546188e-04	-2.828900894049e-04	-6.609931030788e-21	-4.609979987975e-04	-2.994888733889e-04	9.933939449785e-20	-4.610183675080e-04	-3.004324273122e-04	-7.117751665162e-20	-4.610146629693e-04	-3.004227774445e-04	-3.053135702064e-20
1.494791666667e+01	-4.825004415909e-04	-4.866216490417e-04	-2.929830647819e-04	-2.622741562471e-04	-2.405047809163e-20	-2.901007187245e-21	-4.845832420196e-04	-2.764002145439e-04	-3.082449705194e-20	-4.824871054998e-04	-2.921746606798e-04	7.335591894646e-20	-4.825064798853e-04	-2.930055637909e-04	-9.597545669355e-20	-4.825029695951e-04	-2.929641187867e-04	-5.325505878404e-20
1.503906250000e+01	-5.035054112266e-04	-5.073853480829e-04	-3.138337619610e-04	-2.866681879656e-04	4.907531025562e-21	2.088426056113e-20	-5.054663962146e-04	-2.991648305391e-04	-6.250322233177e-21	-5.034926799535e-04	-3.132106276830e-04	9.419299797446e-20	-5.035111094364e-04	-3.138679794645e-04	-7.232527361699e-20	-5.035077866780e-04	-3.138264283664e-04	-2.818690312387e-20
1.513020833333e+01	-5.238922799129e-04	-5.275371322276e-04	-3.564514559316e-04	-3.322421095892e-04	-7.310732738793e-21	7.628637525842e-21	-5.257345390402e-04	-3.434928426719e-04	-2.317251864212e-20	-5.238801184031e-04	-3.559554094187e-04	7.526468868232e-20	-5.238976487615e-04	-3.564572724628e-04	-8.761408014836e-20	-5.238945069663e-04	-3.564499246874e-04	-4.242017787174e-20
1.522135416667e+01	-5.423052869564e-04	-5.457205916010e-04	-3.943631769050e-04	-3.712586616379e-04	2.724798526140e-20	3.805145295759e-20	-5.440315781540e-04	-3.823061089034e-04	8.176528220185e-21	-5.422936518902e-04	-3.940527267601e-04	1.020567842631e-19	-5.423103350575e-04	-3.943296697853e-04	-5.862052829092e-20	-5.423073692029e-04	-3.943609378052e-04	-1.148652840683e-20
1.531250000000e+01	-5.512772613339e-04	-5.544682769227e-04	-4.192952833166e-04	-3.959034222098e-04	4.039256243232e-20	4.928624780214e-20	-5.528902138882e-04	-4.074518366340e-04	1.642108465909e-20	-5.512661159189e-04	-4.192716887226e-04	1.063343020356e-19	-5.512819946571e-04	-4.192481085689e-04	-4.791622490916e-20	-5.512792021303e-04	-4.192898027023e-04	-1.323341125023e-21
1.540364583333e+01	-5.416449634815e-04	-5.446169969832e-04	-4.508212204643e-04	-4.258838118585e-04	8.215837810005e-20	8.436035907175e-20	-5.431472679689e-04	-4.383529389688e-04	5.280000409566e-20	-5.416343036761e-04	-4.510050920755e-04	1.395058536142e-19	-5.416493875475e-04	-4.507807873466e-04	-8.377841030725e-21	-5.416467664151e-04	-4.508121600613e-04	3.689829112455e-20
1.549479166667e+01	-5.125783084568e-04	-5.153370417089e-04	-5.181841461215e-04	-4.890974073757e-04	2.966971779236e-20	2.804782033068e-20	-5.139728947281e-04	-5.035113245779e-04	-4.913907390365e-21	-5.125681777331e-04	-5.183254440561e-04	7.813431246848e-20	-5.125824301685e-04	-5.181277512301e-04	-6.197673824505e-20	-5.125799776737e-04	-5.181697792944e-04	-1.933798715493e-20
1.558593750000e+01	-4.688641865958e-04	-4.714162476590e-04	-6.420258141822e-04	-6.057047833511e-04	4.864761458570e-20	4.757097973247e-20	-4.701544967943e-04	-6.235102832705e-04	1.068483105029e-20	-4.688546603913e-04	-6.419466790091e-04	9.025595909992e-20	-4.688680126624e-04	-6.419134424227e-04	-4.496635179514e-20	-4.688657273089e-04	-6.420023563385e-04	-1.795748770326e-21
1.567708333333e+01	-4.187784272701e-04	-4.211320211171e-04	-8.158308445487e-04	-7.718172894783e-04	2.264450209015e-20	1.975849326283e-20	-4.199686773989e-04	-7.933919268747e-04	-2.065737896388e-20	-4.187695616770e-04	-8.156077110282e-04	5.666202498036e-20	-4.187819627802e-04	-8.156662433978e-04	-6.969472267564e-20	-4.187798460503e-04	-8.157951863411e-04	-3.053515384761e-20
1.576822916667e+01	-3.702260752796e-04	-3.723910758929e-04	-9.902644051930e-04	-9.414938455537e-04	2.050420517997e-20	1.611924038460e-20	-3.713212468579e-04	-9.656294710648e-04	-2.678482122131e-20	-3.702178606505e-04	-9.901834411655e-04	4.744266965493e-20	-3.702293268147e-04	-9.901040591961e-04	-7.487178071703e-20	-3.702273793206e-04	-9.902185922710e-04	-3.519346259373e-20
1.585937500000e+01	-3.230203115967e-04	-3.250076687730e-04	-1.099288416768e-03	-1.048913207531e-03	2.341216288250e-20	1.928186537836e-20	-3.240258773243e-04	-1.074195901126e-03	-2.801851234321e-20	-3.230126926340e-04	-1.099575954897e-03	4.450119999948e-20	-3.230232911521e-04	-1.099181825643e-03	-7.004508581772e-20	-3.230215076852e-04	-1.099241272418e-03	-3.309804908026e-20
1.595052083333e+01	-2.747189288463e-04	-2.765400126555e-04	-1.140219108257e-03	-1.088764242015e-03	1.940542932267e-20	1.584662774448e-20	-2.756406082428e-04	-1.114780118201e-03	-3.565598599472e-20	-2.747118742053e-04	-1.140745951594e-03	3.659028770717e-20	-2.747216524179e-04	-1.140160859680e-03	-7.337663143570e-20	-2.747200236127e-04	-1.140180023630e-03	-3.711404159519e-20
1.604166666667e+01	-2.254296506910e-04	-2.270961124355e-04	-1.209073849628e-03	-1.155409369860e-03	1.812767649444e-20	1.529440575209e-20	-2.262733737149e-04	-1.182266072935e-03	-4.014563556787e-20	-2.254231800523e-04	-1.209375233881e-03	3.115318982136e-20	-2.254321336244e-04	-1.209025273471e-03	-7.441264924061e-20	-2.254306518081e-04	-1.209043181018e-03	-3.871150853816e-20
1.613281250000e+01	-1.789886407189e-04	-1.805126017330e-04	-1.394114019545e-03	-1.338990741936e-03	6.161610281332e-20	5.943118440054e-20	-1.797605719137e-04	-1.365969770839e-03	5.456695158984e-23	-1.789827673335e-04	-1.393835663705e-03	6.895633816090e-20	-1.789908966752e-04	-1.394057374457e-03	-3.030635163947e-20	-1.789895570119e-04	-1.394082879299e-03	4.676765351144e-21
1.622395833333e+01	-1.395695308433e-04	-1.409633979213e-04	-1.672262018769e-03	-1.619113939503e-03	1.439868036166e-20	1.297749446858e-20	-1.402758942913e-04	-1.644748530767e-03	-4.920325902067e-20	-1.395641942852e-04	-1.671641363041e-03	1.832624960733e-20	-1.395715749841e-04	-1.672215266136e-03	-7.618460363635e-20	-1.395703707359e-04	-1.672223674517e-03	-4.251688705764e-20
1.631510416667e+01	-1.073495720675e-04	-1.086253350108e-04	-1.982716589805e-03	-1.933754706113e-03	2.545858453472e-20	2.779249586314e-20	-1.079963266895e-04	-1.957695400891e-03	-3.769191819915e-20	-1.073446628250e-04	-1.982495698620e-03	2.761613429097e-20	-1.073514223990e-04	-1.982696938771e-03	-6.278819953189e-20	-1.073503423754e-04	-1.982674815862e-03	-2.868415094852e-20
1.640625000000e+01	-8.336683544026e-05	-8.453560506898e-05	-2.314890066338e-03	-2.269105683862e-03	4.993224360476e-20	5.130489183387e-20	-8.395954039743e-05	-2.292416834462e-03	-1.653356421233e-20	-8.336228139491e-05	-2.315624678955e-03	4.777725086107e-20	-8.336850991998e-05	-2.314884786183e-03	-3.854894140989e-20	-8.336754213730e-05	-2.314853454538e-03	-6.011390525658e-21
1.649739583333e+01	-6.782373812252e-05	-6.889591304587e-05	-2.649177544902e-03	-2.605374091927e-03	5.543894858145e-20	5.861556765880e-20	-6.836765490356e-05	-2.628536355889e-03	-8.863316609447e-21	-6.781952469628e-05	-2.650757113815e-03	5.028250188447e-20	-6.782525265745e-05	-2.649159309726e-03	-3.148185482610e-20	-6.782438761952e-05	-2.649148524186e-03	1.302276949009e-21
1.658854166667e+01	-5.811963296453e-05	-5.910513617465e-05	-2.920862244535e-03	-2.879136163054e-03	4.699790149739e-20	5.099686990668e-20	-5.861978483758e-05	-2.901620423820e-03	-1.918614184032e-20	-5.811575159647e-05	-2.922806277027e-03	3.858362765713e-20	-5.812100275511e-05	-2.920817486193e-03	-3.855937979194e-20	-5.812023187676e-05	-2.920835875225e-03	-6.661188195027e-21
1.667968750000e+01	-5.317328341755e-05	-5.408157811935e-05	-3.109265752396e-03	-3.068874393058e-03	8.324666346766e-20	8.953607515080e-20	-5.363445094618e-05	-3.090654048612e-03	1.775176955546e-20	-5.316971622153e-05	-3.111178346582e-03	7.231772160983e-20	-5.317452286974e-05	-3.109204930342e-03	-1.738738522418e-21	-5.317383775297e-05	-3.109237472308e-03	3.145159126919e-20
1.677083333333e+01	-5.164338539080e-05	-5.248363739868e-05	-3.277340810543e-03	-3.237106307120e-03	1.182062984930e-20	2.139215153274e-20	-5.207021469386e-05	-3.258432905435e-03	-5.324445497022e-20	-5.164012391318e-05	-3.278905748447e-03	-2.017161510893e-21	-5.164450642830e-05	-3.277294301826e-03	-7.131405203039e-20	-5.164390078446e-05	-3.277311298174e-03	-3.868125597137e-20
1.686197916667e+01	-5.201524007859e-05	-5.279653939050e-05	-3.466128693218e-03	-3.427391516854e-03	1.563420495063e-21	1.439873403557e-20	-5.241232587862e-05	-3.447323602658e-03	-6.029662957959e-20	-5.201226115225e-05	-3.467085711412e-03	-1.303626314946e-20	-5.201625467542e-05	-3.466124687951e-03	-7.896111839646e-20	-5.201572212020e-05	-3.466102464423e-03	-4.614022611737e-20
1.695312500000e+01	-5.329642122514e-05	-5.402749776296e-05	-3.607585096487e-03	-3.573701490746e-03	3.034476215668e-20	4.225357560239e-20	-5.366812017478e-05	-3.590670872906e-03	-3.365031792555e-20	-5.329365366845e-05	-3.608016364144e-03	1.140778010965e-20	-5.329734551045e-05	-3.607618885859e-03	-4.820184821769e-20	-5.329687482300e-05	-3.607566906829e-03	-1.533107197168e-20
1.704427083333e+01	-5.481691400304e-05	-5.550543077931e-05	-3.595774348926e-03	-3.568823384925e-03	3.709842202196e-20	4.997558129155e-20	-5.516702361559e-05	-3.582306930795e-03	-2.471296145468e-20	-5.481427062940e-05	-3.596150228773e-03	1.598422743821e-20	-5.481776566622e-05	-3.595813532267e-03	-3.907761428277e-20	-5.481734300091e-05	-3.595765220923e-03	-5.912976122429e-21
1.713541666667e+01	-5.495654967461e-05	-5.560864238129e-05	-3.400227418000e-03	-3.379890216878e-03	3.083642697982e-20	4.371554140252e-20	-5.528814069616e-05	-3.390465154512e-03	-3.218555251505e-20	-5.495398350572e-05	-3.400936262689e-03	7.461394209489e-21	-5.495734135243e-05	-3.400255131710e-03	-4.333231523044e-20	-5.495695741531e-05	-3.400222600992e-03	-1.006014021745e-20
1.722656250000e+01	-5.378421142670e-05	-5.440455460582e-05	-3.068234750565e-03	-3.052631575936e-03	9.198340443574e-21	2.270102029170e-20	-5.409965709273e-05	-3.061211749699e-03	-5.245023558124e-20	-5.378171617234e-05	-3.069247300743e-03	-1.495168138149e-20	-5.378494974291e-05	-3.068266701638e-03	-6.277491873541e-20	-5.378460093656e-05	-3.068227724904e-03	-2.939467702599e-20
1.731770833333e+01	-5.180390796444e-05	-5.239612830762e-05	-2.662939098230e-03	-2.649590734479e-03	-4.356714956498e-19	-4.200469741130e-19	-5.210504918189e-05	-2.657194706081e-03	-4.976735113691e-19	-5.180148161704e-05	-2.664042271829e-03	-4.610728517833e-19	-5.180459824655e-05	-2.662990147388e-03	-5.056245100035e-19	-5.180428139052e-05	-2.662929087140e-03	-4.712147807505e-19
1.740885416667e+01	-4.799287751982e-05	-4.856006034730e-05	-2.222519480192e-03	-2.210235074813e-03	-3.205340226471e-18	-3.163241252811e-18	-4.828126735881e-05	-2.217364033258e-03	-3.253088062730e-18	-4.799050698681e-05	-2.223626012313e-03	-3.229549206689e-18	-4.799352657881e-05	-2.222574950059e-03	-3.274107430816e-18	-4.799323618064e-05	-2.222512632119e-03	-3.238202905360e-18
1.750000000000e+01	-4.138416360672e-05	-4.192909362598e-05	-1.751312711083e-03	-1.741050766269e-03	-2.425635740457e-17	-2.400123001629e-17	-4.166120119062e-05	-1.747203552135e-03	-2.419801765959e-17	-4.138183210040e-05	-1.752415860953e-03	-2.427989994842e-17	-4.138477842570e-05	-1.751342342640e-03	-2.432098629791e-17	-4.138450880944e-05	-1.751313913146e-03	-2.428527151993e-17
1.759114583333e+01	-3.186541784744e-05	-3.239041124444e-05	-1.258772092362e-03	-1.251534079140e-03	-1.855544388947e-16	-1.836159084121e-16	-3.213227049409e-05	-1.256107043484e-03	-1.846562982404e-16	-3.186311375290e-05	-1.259797079359e-03	-1.855716356907e-16	-3.186600354118e-05	-1.258762528545e-03	-1.856143797721e-16	-3.186575115506e-05	-1.258777995372e-03	-1.855793485272e-16
1.768229166667e+01	-2.088653382530e-05	-2.139324843555e-05	-8.118908075310e-04	-8.070686315803e-04	-1.423489268168e-15	-1.408001125664e-15	-2.114404222522e-05	-8.102260583747e-04	-1.415841823614e-15	-2.088425377310e-05	-8.127174374868e-04	-1.423464585463e-15	-2.088709297581e-05	-8.118612945045e-04	-1.423529877074e-15	-2.088685649798e-05	-8.118937747132e-04	-1.423502578575e-15
1.777343750000e+01	-1.088481482457e-05	-1.137436603968e-05	-5.023419353052e-04	-4.986789654739e-04	-1.082720107463e-14	-1.070617758419e-14	-1.113355105622e-05	-5.009660888533e-04	-1.076697034983e-14	-1.088256179615e-05	-5.028843938120e-04	-1.082688932249e-14	-1.088534828393e-05	-5.023292718683e-04	-1.082712461107e-14	-1.088512742320e-05	-5.023392557338e-04	-1.082715759571e-14
1.786458333333e+01	-3.764812849543e-06	-4.238037935695e-06	-3.355510657551e-04	-3.323272846021e-04	-8.026874428427e-14	-7.932939360686e-14	-4.005212933326e-06	-3.340607243622e-04	-7.980049631671e-14	-3.762594128353e-06	-3.357590757919e-04	-8.026647072304e-14	-3.765321438290e-06	-3.355749425981e-04	-8.026777984418e-14	-3.765115520847e-06	-3.355472470686e-04	-8.026826804308e-14
1.795572916667e+01	7.311676434626e-07	2.735356171444e-07	-2.176616291104e-04	-2.145842930652e-04	-5.726871319868e-13	-5.658032359618e-13	4.987187820302e-07	-2.159038518675e-04	-5.692531242062e-13	7.333425545570e-07	-2.175337495202e-04	-5.726724329324e-13	7.306818986827e-07	-2.177038530957e-04	-5.726796721825e-13	7.308746408128e-07	-2.176621889364e-04	-5.726835275477e-13
1.804687500000e+01	4.170745592805e-06	3.728001234617e-06	-8.194271083436e-05	-7.885844741184e-05	-3.863686995597e-12	-3.815031178906e-12	3.945884098151e-06	-7.999145517807e-05	-3.839397836520e-12	4.172872524977e-06	-8.163469574833e-05	-3.863597471002e-12	4.170279895796e-06	-8.196605384477e-05	-3.863632963787e-12	4.170461676213e-06	-8.194818816890e-05	-3.863661304692e-12
1.813802083333e+01	6.576423729661e-06	6.147860675958e-06	4.297263662842e-05	4.599349350814e-05	-2.438356468337e-11	-2.406864768313e-11	6.358798729738e-06	4.470165524464e-05	-2.422625921131e-11	6.578510994725e-06	4.309110209809e-05	-2.438307668667e-11	6.575976098581e-06	4.298346108314e-05	-2.438320623132e-11	6.576148180725e-06	4.296613121444e-05	-2.438339687507e-11
